,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15
Rater_6,Person_16,1,2,0,2,1,2,2,1,0,2,0,2,0,1,1
Rater_6,Person_17,3,1,2,2,1,2,2,2,3,2,2,3,3,2,2
Rater_6,Person_18,3,1,2,2,2,3,2,2,2,4,3,3,4,2,2
Rater_6,Person_19,4,3,2,2,2,2,2,2,2,3,1,2,2,1,2
Rater_6,Person_20,3,3,5,3,2,3,2,4,3,4,3,3,4,3,4
Rater_6,Person_21,3,3,2,2,2,2,2,3,2,4,2,3,3,2,2
Rater_6,Person_22,4,4,4,4,4,3,4,4,5,4,3,4,5,5,4
Rater_6,Person_23,2,3,1,2,2,2,3,4,2,4,2,3,2,2,3
Rater_6,Person_24,4,4,5,4,4,4,3,3,3,4,3,5,4,3,4
Rater_6,Person_25,3,3,3,4,2,1,2,2,2,4,2,3,2,2,3
Rater_6,Person_26,2,2,2,1,2,3,3,3,3,2,3,1,3,2,2
Rater_6,Person_27,2,2,1,2,3,0,1,2,1,1,0,1,2,2,0
Rater_6,Person_28,3,2,1,3,1,1,2,1,1,2,1,2,3,2,2
Rater_6,Person_29,4,3,3,3,3,1,2,3,3,2,2,2,2,2,2
Rater_6,Person_30,4,5,5,4,3,3,4,3,3,2,4,3,3,5,4
Rater_6,Person_31,3,4,3,3,2,1,2,2,2,2,2,4,2,3,2
Rater_6,Person_32,5,4,2,3,4,3,4,5,4,4,3,3,4,3,4
Rater_6,Person_33,3,4,3,4,5,3,3,3,2,3,4,4,3,3,3
Rater_6,Person_34,4,2,3,3,3,4,3,4,3,3,3,4,3,2,3
Rater_6,Person_35,2,2,2,3,1,2,2,1,2,2,2,1,1,2,2
Rater_6,Person_36,1,2,2,3,2,2,1,3,1,1,1,2,2,1,2
Rater_6,Person_37,3,3,3,4,2,2,2,2,3,3,2,2,3,3,2
Rater_6,Person_38,2,3,2,2,2,1,1,2,1,2,2,2,1,1,2
Rater_6,Person_39,4,3,2,3,1,2,4,3,3,3,2,4,4,2,1
Rater_6,Person_40,3,3,4,4,4,3,4,4,4,4,3,3,4,4,3
Rater_6,Person_41,3,2,2,2,2,2,2,3,1,2,2,2,2,3,2
Rater_6,Person_42,4,4,2,3,3,4,3,3,3,3,3,3,3,4,4
Rater_6,Person_43,3,2,2,2,2,1,2,2,1,2,1,3,2,2,2
Rater_6,Person_44,5,4,4,5,4,4,5,5,4,4,4,5,5,5,5
Rater_6,Person_45,3,3,1,2,1,2,2,1,2,1,0,2,1,0,2
Rater_6,Person_46,2,2,2,2,3,2,2,1,2,1,2,3,3,3,2
Rater_6,Person_47,4,3,4,3,3,4,4,4,2,5,4,3,4,3,3
Rater_6,Person_48,3,2,1,3,2,2,2,3,2,1,0,3,3,3,2
Rater_6,Person_49,4,3,3,4,4,4,4,3,3,4,2,4,4,2,2
Rater_6,Person_50,2,1,1,2,2,1,1,3,2,1,1,2,3,1,1
Rater_6,Person_51,3,2,3,3,2,2,4,3,3,3,2,2,3,2,3
Rater_6,Person_52,2,1,3,2,1,0,3,2,2,3,1,3,2,0,2
Rater_6,Person_53,3,3,2,4,3,2,3,2,2,2,3,3,2,2,2
Rater_6,Person_54,2,2,3,2,0,2,2,2,2,2,2,2,2,1,1
Rater_6,Person_55,3,3,1,2,2,2,3,2,1,3,3,1,4,2,1
Rater_6,Person_56,4,4,3,3,4,2,5,4,3,4,3,4,5,4,3
Rater_6,Person_57,3,2,1,3,2,2,2,2,1,2,2,2,2,1,2
Rater_6,Person_58,2,4,3,2,3,2,3,3,2,3,3,3,3,2,3
Rater_6,Person_59,3,3,2,4,3,3,3,2,2,3,3,4,3,2,1
Rater_6,Person_60,3,4,2,3,2,2,3,3,2,2,2,2,3,3,2
Rater_6,Person_61,2,3,1,3,3,2,4,2,1,2,2,2,4,2,2
Rater_6,Person_62,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2
Rater_6,Person_63,1,2,2,3,2,2,2,3,1,2,2,2,2,1,2
Rater_6,Person_64,2,3,2,3,3,3,4,4,2,2,1,3,2,2,2
Rater_6,Person_65,2,3,2,1,1,2,2,2,3,2,2,3,4,2,1
Rater_6,Person_66,3,5,4,3,2,2,4,3,2,3,3,4,3,2,4
Rater_6,Person_67,3,3,3,3,3,2,3,3,2,4,3,3,2,2,2
Rater_6,Person_68,0,2,1,1,2,2,3,4,1,2,2,2,3,2,1
Rater_6,Person_69,2,2,2,4,2,2,3,3,1,3,1,2,2,3,1
Rater_6,Person_70,2,2,3,4,3,2,3,2,2,3,3,3,3,2,3
Rater_6,Person_71,3,3,2,2,2,3,4,3,1,1,3,1,4,2,2
Rater_6,Person_72,4,5,4,4,3,4,4,4,3,4,2,3,2,3,4
Rater_6,Person_73,2,1,2,3,1,2,1,2,2,2,2,3,3,1,1
Rater_6,Person_74,4,5,2,3,3,3,3,4,4,3,4,4,4,2,3
Rater_6,Person_75,1,0,2,2,0,1,1,1,1,1,1,1,1,2,1
Rater_6,Person_76,2,2,2,4,1,2,3,2,3,1,3,2,2,2,3
Rater_6,Person_77,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2
Rater_6,Person_78,3,4,3,4,4,3,4,3,3,3,4,3,4,3,3
Rater_6,Person_79,3,3,2,4,3,2,4,3,2,3,5,2,4,2,2
Rater_6,Person_80,2,2,2,2,1,2,1,2,1,0,1,2,2,1,1
Rater_6,Person_81,3,4,3,3,2,4,4,3,3,3,2,4,3,2,4
Rater_6,Person_82,2,2,1,2,1,1,2,3,0,2,1,2,2,1,2
Rater_6,Person_83,2,2,2,4,1,2,2,2,4,2,3,3,3,3,2
Rater_6,Person_84,2,4,2,3,2,1,3,2,2,3,3,4,3,3,3
Rater_6,Person_85,3,2,2,3,2,2,2,4,0,2,2,2,3,2,2
Rater_6,Person_86,3,2,2,2,2,1,2,2,2,2,1,2,1,2,2
Rater_6,Person_87,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2
Rater_6,Person_88,3,3,3,3,3,3,4,4,2,4,3,4,3,3,2
Rater_6,Person_89,4,3,3,3,2,4,4,3,2,4,3,3,4,2,2
Rater_6,Person_90,4,2,3,3,3,2,4,2,2,2,2,3,3,1,2
Rater_6,Person_91,4,4,2,3,4,3,4,4,4,4,3,2,1,3,2
Rater_6,Person_92,2,0,1,0,1,0,0,2,0,0,0,0,1,0,1
Rater_6,Person_93,2,2,2,3,3,2,3,3,1,3,2,3,3,1,2
Rater_6,Person_94,2,3,3,4,1,2,4,2,3,3,3,2,5,2,3
Rater_6,Person_95,4,3,3,3,3,1,3,2,2,3,2,2,2,1,1
Rater_6,Person_96,2,3,2,2,2,2,3,3,1,2,1,3,2,1,3
Rater_6,Person_97,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1
Rater_6,Person_98,2,2,2,2,1,1,2,2,1,2,2,2,3,2,1
Rater_6,Person_99,3,4,3,3,2,4,2,1,3,4,2,3,3,2,2
Rater_6,Person_100,4,4,2,4,2,2,4,4,3,4,2,3,2,2,2
Rater_6,Person_101,3,2,3,4,1,3,4,2,2,2,2,4,2,2,2
Rater_6,Person_102,2,3,3,2,3,1,4,3,2,2,2,4,4,1,2
Rater_6,Person_103,2,2,2,4,3,2,2,3,3,2,2,3,3,1,1
Rater_6,Person_104,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2
Rater_6,Person_105,1,2,1,1,0,1,1,0,1,1,1,1,2,1,2
Rater_6,Person_106,3,2,2,2,2,2,3,3,2,2,2,2,2,3,2
Rater_6,Person_107,4,3,3,3,3,3,3,3,2,3,3,3,4,1,3
Rater_6,Person_108,4,2,2,3,1,2,3,2,3,4,3,3,4,2,2
Rater_6,Person_109,4,4,3,4,2,3,2,2,3,3,2,3,2,3,3
Rater_6,Person_110,4,5,4,4,5,4,5,4,4,4,5,5,4,4,4
Rater_6,Person_111,2,2,2,2,1,3,4,3,1,2,3,2,3,3,2
Rater_6,Person_112,2,1,1,3,2,2,2,2,3,2,2,2,2,2,2
Rater_6,Person_113,3,4,3,2,3,2,3,3,2,3,3,3,3,2,2
Rater_6,Person_114,2,2,2,2,2,2,3,1,1,2,3,2,1,1,2
Rater_6,Person_115,4,4,3,4,3,4,4,4,3,2,3,4,3,3,3
Rater_6,Person_116,3,3,2,3,2,3,3,2,2,3,2,2,3,3,3
Rater_6,Person_117,3,3,2,4,4,2,3,4,3,4,3,4,3,4,3
Rater_6,Person_118,2,2,1,2,1,2,2,3,2,1,2,2,2,2,3
Rater_6,Person_119,5,2,3,5,3,2,3,3,3,4,4,4,3,4,2
Rater_6,Person_120,0,3,3,4,3,2,1,2,2,3,2,2,3,2,2
Rater_6,Person_121,3,2,2,4,3,3,3,3,2,1,1,3,3,2,3
Rater_6,Person_122,4,3,5,5,3,2,4,4,4,4,3,4,2,3,4
Rater_6,Person_123,3,4,3,2,2,2,2,3,2,4,2,4,4,3,3
Rater_6,Person_124,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3
Rater_6,Person_125,3,4,3,4,2,3,3,2,2,2,2,4,4,2,2
Rater_6,Person_126,3,3,4,4,1,2,3,4,2,4,4,4,4,2,3
Rater_6,Person_127,4,4,3,4,2,3,3,4,3,4,2,4,3,2,3
Rater_6,Person_128,2,3,2,3,3,2,2,4,2,2,3,3,3,2,2
Rater_6,Person_129,5,4,5,5,4,4,4,4,4,4,3,3,4,4,4
Rater_6,Person_130,2,2,2,2,2,1,2,2,3,4,2,4,2,2,2
Rater_6,Person_131,3,4,2,3,1,2,2,1,3,3,3,2,3,1,2
Rater_6,Person_132,3,4,4,3,3,3,3,2,3,2,2,1,4,4,4
Rater_6,Person_133,2,3,2,3,2,1,2,3,1,2,2,3,3,1,2
Rater_6,Person_134,3,2,2,1,1,1,2,2,2,3,1,2,1,1,3
Rater_6,Person_135,4,5,4,4,4,5,4,5,4,5,4,4,5,4,4
Rater_6,Person_136,3,2,1,3,2,1,2,2,2,1,2,2,2,2,1
Rater_6,Person_137,4,3,3,3,3,3,4,4,1,3,2,3,3,3,2
Rater_6,Person_138,4,4,2,4,4,2,2,3,2,4,3,3,3,3,3
Rater_6,Person_139,4,2,3,3,3,2,3,2,2,3,2,3,4,2,1
Rater_6,Person_140,2,0,2,2,0,0,1,1,1,1,1,1,0,1,0
Rater_6,Person_141,2,1,1,0,1,1,1,2,2,1,0,2,2,1,1
Rater_6,Person_142,2,4,2,3,1,2,2,2,1,2,3,2,2,2,2
Rater_6,Person_143,4,5,3,4,2,3,5,3,3,5,2,4,4,4,3
Rater_6,Person_144,2,3,1,2,2,2,3,1,1,2,2,4,3,2,2
Rater_6,Person_145,3,3,2,3,3,2,3,3,3,3,2,4,4,2,2
Rater_6,Person_146,1,2,1,2,2,2,2,1,1,2,2,2,2,3,1
Rater_6,Person_147,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2
Rater_6,Person_148,3,2,2,2,2,1,1,3,1,1,1,4,2,2,1
Rater_6,Person_149,1,4,1,3,2,2,2,2,2,4,3,2,3,2,2
Rater_6,Person_150,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2
Rater_6,Person_151,3,3,2,3,2,2,4,2,1,4,2,2,2,3,2
Rater_6,Person_152,4,2,3,4,2,2,2,2,2,3,4,4,4,4,2
Rater_6,Person_153,2,3,3,4,3,2,4,4,2,3,4,2,3,2,2
Rater_6,Person_154,3,4,2,3,2,4,4,4,2,3,4,3,2,3,4
Rater_6,Person_155,1,2,2,1,2,2,2,1,1,1,3,2,2,2,1
Rater_6,Person_156,3,4,3,2,2,2,3,2,3,3,2,4,3,3,3
Rater_6,Person_157,2,3,2,2,3,2,3,3,3,2,2,4,3,2,2
Rater_6,Person_158,3,3,3,3,2,1,2,2,2,2,3,2,3,1,3
Rater_6,Person_159,4,4,4,4,4,4,4,5,3,4,4,4,4,3,3
Rater_6,Person_160,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4
Rater_6,Person_161,2,1,0,1,2,2,1,1,0,1,2,1,2,0,1
Rater_6,Person_162,2,3,3,3,2,3,4,1,1,2,1,2,3,4,2
Rater_6,Person_163,2,2,1,2,2,2,1,2,1,2,2,2,3,3,1
Rater_6,Person_164,2,2,2,2,2,2,2,4,2,3,3,2,2,1,3
Rater_6,Person_165,4,4,2,3,3,3,3,4,4,4,3,2,5,4,2
Rater_6,Person_166,3,3,4,3,3,3,4,3,2,3,3,3,4,2,4
Rater_6,Person_167,2,3,1,3,1,1,2,1,2,3,1,2,2,2,3
Rater_6,Person_168,3,4,4,3,2,3,3,4,3,3,2,4,2,2,3
Rater_6,Person_169,3,3,4,4,3,4,5,3,4,5,4,4,4,3,4
Rater_6,Person_170,3,4,2,2,3,3,4,3,2,2,2,3,4,3,3
Rater_6,Person_171,3,2,3,4,2,2,2,3,2,3,2,2,2,2,2
Rater_6,Person_172,4,4,3,4,4,4,4,5,3,4,3,4,3,4,4
Rater_6,Person_173,3,3,3,4,2,2,4,2,4,4,3,4,3,2,2
Rater_6,Person_174,3,4,2,4,2,1,2,2,3,3,4,3,3,1,2
Rater_6,Person_175,2,2,3,3,2,2,3,2,2,2,2,3,3,3,2
Rater_6,Person_176,3,2,1,2,1,1,1,2,0,2,1,2,2,0,2
Rater_6,Person_177,1,2,1,2,1,1,2,2,2,0,1,2,3,2,2
Rater_6,Person_178,2,2,2,3,2,1,2,1,1,2,1,3,2,2,2
Rater_6,Person_179,3,3,3,3,3,2,3,2,3,3,2,3,3,2,2
Rater_6,Person_180,5,4,5,4,4,4,5,4,3,4,3,4,4,4,3
Rater_6,Person_181,2,2,3,2,2,2,2,3,1,2,2,2,2,1,4
Rater_6,Person_182,4,3,3,3,2,2,3,2,2,4,2,4,3,3,4
Rater_6,Person_183,3,3,2,3,4,2,2,3,2,3,2,2,2,3,2
Rater_6,Person_184,3,4,4,4,4,4,5,3,3,5,3,4,4,4,3
Rater_6,Person_185,2,3,1,2,2,2,2,1,2,3,1,2,2,2,1
Rater_6,Person_186,3,2,2,2,2,3,3,4,2,4,2,3,2,3,2
Rater_6,Person_187,0,2,0,2,0,1,1,1,0,0,2,2,1,0,1
Rater_6,Person_188,3,3,3,3,3,2,4,3,3,3,3,2,3,4,2
Rater_6,Person_189,2,2,3,2,3,2,4,3,1,3,4,3,3,2,4
Rater_6,Person_190,2,2,2,1,4,1,3,3,1,1,2,4,2,1,3
Rater_6,Person_191,2,2,2,2,2,2,2,1,2,1,0,3,2,2,2
Rater_6,Person_192,2,3,1,2,1,2,3,2,1,2,2,2,4,2,2
Rater_6,Person_193,3,2,2,3,2,2,3,2,1,2,2,2,3,3,2
Rater_6,Person_194,3,2,1,2,1,2,2,2,2,3,2,1,3,2,1
Rater_6,Person_195,2,2,2,2,2,2,2,4,2,2,2,2,2,4,3
Rater_6,Person_196,2,2,0,1,2,2,3,1,2,1,1,2,2,0,1
Rater_6,Person_197,3,3,1,2,2,0,2,2,2,2,3,2,3,2,3
Rater_6,Person_198,3,3,3,4,2,3,2,3,2,3,3,3,4,3,2
Rater_6,Person_199,2,2,1,4,3,2,2,2,2,1,2,3,4,2,3
Rater_6,Person_200,2,2,2,4,2,2,2,2,2,2,2,2,2,1,3
Rater_7,Person_1,1,2,2,2,2,2,2,3,2,2,2,3,3,2,3
Rater_7,Person_2,3,2,2,2,0,2,3,2,2,3,2,2,2,2,3
Rater_7,Person_3,3,2,2,2,1,1,3,3,2,3,1,2,3,2,1
Rater_7,Person_4,3,4,3,3,2,1,4,3,2,3,3,3,4,3,3
Rater_7,Person_5,4,3,4,4,3,3,4,4,4,4,3,4,3,4,3
Rater_7,Person_6,1,2,2,3,1,1,2,2,2,1,2,2,2,2,1
Rater_7,Person_7,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2
Rater_7,Person_8,3,2,3,2,2,1,2,2,2,2,0,2,2,1,2
Rater_7,Person_9,4,3,3,4,3,3,4,3,2,4,3,4,4,3,3
Rater_7,Person_10,3,4,2,4,3,2,3,3,2,4,3,4,3,4,2
Rater_7,Person_11,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1
Rater_7,Person_12,2,3,2,4,2,2,2,2,1,2,2,2,2,3,2
Rater_7,Person_13,3,3,3,4,2,3,2,3,2,2,3,4,3,2,2
Rater_7,Person_14,4,3,3,4,4,4,5,4,4,3,4,4,4,3,3
Rater_7,Person_15,4,3,3,3,2,3,3,3,2,3,3,3,3,4,3
Rater_7,Person_16,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2
Rater_7,Person_17,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2
Rater_7,Person_18,1,2,2,2,3,2,2,3,2,3,2,2,3,2,2
Rater_7,Person_19,2,2,1,2,2,3,3,1,2,2,2,2,3,2,2
Rater_7,Person_20,3,4,3,3,4,2,3,3,4,3,2,3,3,4,4
Rater_7,Person_21,3,2,3,4,2,1,3,3,2,2,3,4,2,2,3
Rater_7,Person_22,3,4,4,3,3,3,4,3,4,4,4,3,3,3,2
Rater_7,Person_23,2,3,2,3,2,2,4,3,2,2,4,4,3,1,2
Rater_7,Person_24,4,4,2,4,4,3,3,3,4,4,3,4,4,3,4
Rater_7,Person_25,3,3,2,4,2,2,2,2,2,3,2,3,3,3,2
Rater_7,Person_26,1,3,2,2,2,2,3,2,2,2,2,2,2,1,2
Rater_7,Person_27,2,1,2,2,2,2,3,1,2,1,2,3,2,2,2
Rater_7,Person_28,3,2,2,1,2,2,2,2,3,2,2,3,2,1,2
Rater_7,Person_29,3,2,2,3,3,3,2,2,2,3,2,2,2,2,1
Rater_7,Person_30,3,4,3,4,3,3,4,3,3,4,3,4,4,3,3
Rater_7,Person_31,2,2,3,2,2,2,3,3,2,2,1,2,3,2,2
Rater_7,Person_32,3,3,3,4,3,3,4,3,3,3,2,2,3,2,2
Rater_7,Person_33,3,4,2,3,2,2,3,2,2,4,3,3,3,3,2
Rater_7,Person_34,4,2,3,4,2,3,3,3,3,3,2,3,2,3,4
Rater_7,Person_35,2,2,2,2,2,1,3,1,3,2,2,2,3,1,2
Rater_7,Person_36,2,2,2,2,1,2,2,3,2,2,2,3,1,2,1
Rater_7,Person_37,3,1,2,4,3,2,3,2,3,3,2,4,3,3,3
Rater_7,Person_38,3,3,2,3,2,2,2,2,2,2,1,2,2,2,2
Rater_7,Person_39,3,2,2,2,3,3,4,2,2,2,2,3,2,3,2
Rater_7,Person_40,4,4,2,4,3,3,4,4,3,3,4,4,3,3,1
Rater_7,Person_41,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2
Rater_7,Person_42,4,4,3,4,2,3,3,3,3,4,2,4,3,3,4
Rater_7,Person_43,3,2,3,2,2,2,2,2,2,2,1,2,3,1,2
Rater_7,Person_44,5,4,4,5,5,5,4,5,5,5,4,4,5,5,4
Rater_7,Person_45,2,3,2,2,2,2,3,2,2,2,1,3,1,2,2
Rater_7,Person_46,3,3,2,3,2,2,3,3,2,2,2,2,2,2,1
Rater_7,Person_47,3,3,3,3,3,3,4,4,4,3,3,4,4,2,4
Rater_7,Person_48,2,2,2,4,2,2,2,3,2,2,2,2,2,2,1
Rater_7,Person_49,4,3,3,4,4,3,4,4,2,3,2,2,3,3,3
Rater_7,Person_50,3,2,2,2,2,1,2,2,1,3,2,2,2,1,2
Rater_7,Person_51,4,3,3,4,2,2,3,4,3,2,2,4,4,3,3
Rater_7,Person_52,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2
Rater_7,Person_53,3,3,3,3,3,2,3,2,3,2,3,2,4,3,3
Rater_7,Person_54,2,1,2,3,3,2,2,1,2,2,2,2,2,2,1
Rater_7,Person_55,2,3,2,2,1,2,2,3,3,3,3,3,3,2,2
Rater_7,Person_56,4,4,4,4,4,3,4,5,3,4,4,4,4,3,4
Rater_7,Person_57,2,2,2,3,2,1,2,3,1,1,2,2,2,1,1
Rater_7,Person_58,3,2,3,3,3,2,2,2,2,2,2,4,3,4,3
Rater_7,Person_59,4,3,3,3,3,2,3,4,2,4,3,4,3,3,2
Rater_7,Person_60,2,3,2,3,1,2,1,2,2,3,2,2,2,2,2
Rater_7,Person_61,3,3,1,3,2,2,3,2,2,2,2,2,3,2,2
Rater_7,Person_62,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2
Rater_7,Person_63,1,2,3,2,2,2,3,2,2,1,2,3,1,2,2
Rater_7,Person_64,3,3,2,3,2,3,3,2,1,2,1,3,2,2,2
Rater_7,Person_65,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2
Rater_7,Person_66,2,2,2,2,3,2,3,3,2,2,2,4,3,4,2
Rater_7,Person_67,2,4,2,4,2,2,2,2,2,2,2,3,4,2,3
Rater_7,Person_68,2,3,1,3,2,1,2,3,2,2,2,3,2,2,1
Rater_7,Person_69,3,3,2,2,2,2,3,3,2,2,3,3,4,3,3
Rater_7,Person_70,2,3,2,3,2,3,3,2,3,2,2,4,4,2,2
Rater_7,Person_71,2,3,1,2,2,2,2,4,1,2,2,2,2,2,2
Rater_7,Person_72,4,3,2,3,2,2,3,3,3,3,4,4,3,4,4
Rater_7,Person_73,1,3,1,1,2,2,1,2,1,2,1,2,1,2,2
Rater_7,Person_74,4,4,3,4,4,3,4,3,4,4,2,4,3,3,2
Rater_7,Person_75,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1
Rater_7,Person_76,3,2,2,3,3,2,1,2,2,3,2,3,2,3,2
Rater_7,Person_77,2,2,2,2,1,1,2,1,2,1,2,2,2,0,2
Rater_7,Person_78,4,3,2,3,2,3,3,2,2,4,2,4,3,2,4
Rater_7,Person_79,3,3,3,3,2,2,2,3,2,2,3,3,3,3,3
Rater_7,Person_80,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1
Rater_7,Person_81,4,3,2,4,2,1,4,2,3,3,4,3,3,3,4
Rater_7,Person_82,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
Rater_7,Person_83,3,4,3,4,2,2,2,4,2,3,2,3,3,3,3
Rater_7,Person_84,3,3,2,3,2,2,3,3,3,3,2,3,3,2,2
Rater_7,Person_85,2,2,3,2,2,3,3,1,2,2,2,2,3,2,2
Rater_7,Person_86,2,2,2,3,2,2,3,3,2,3,3,2,2,2,2
Rater_7,Person_87,2,3,2,3,2,2,2,2,2,3,3,3,4,3,2
Rater_7,Person_88,4,4,3,4,3,2,3,3,2,4,2,2,4,3,3
Rater_7,Person_89,4,4,3,4,4,3,3,4,2,3,3,3,4,4,3
Rater_7,Person_90,2,2,2,2,2,2,3,2,3,3,4,3,3,2,2
Rater_7,Person_91,4,4,4,4,2,2,4,4,2,2,2,3,4,3,3
Rater_7,Person_92,0,0,1,1,0,1,2,1,1,0,1,2,1,0,2
Rater_7,Person_93,2,2,2,2,2,1,3,2,3,2,2,2,3,3,3
Rater_7,Person_94,2,3,3,4,3,3,3,2,2,2,2,3,2,3,3
Rater_7,Person_95,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
Rater_7,Person_96,3,3,2,3,3,1,2,2,2,2,2,3,3,1,1
Rater_7,Person_97,1,1,1,2,1,1,2,1,2,2,1,3,1,1,1
Rater_7,Person_98,2,3,2,2,2,2,2,3,1,1,2,2,3,2,2
Rater_7,Person_99,3,3,3,2,3,2,3,2,2,2,2,2,3,3,3
Rater_7,Person_100,2,4,2,3,2,3,3,3,2,2,2,4,3,2,3
Rater_7,Person_101,3,3,2,3,3,2,2,3,2,2,2,3,3,2,2
Rater_7,Person_102,4,4,3,4,2,4,3,3,2,2,2,3,2,2,3
Rater_7,Person_103,3,2,2,2,2,3,2,3,1,2,1,2,3,3,1
Rater_7,Person_104,2,2,2,2,1,2,3,2,2,1,1,3,2,2,2
Rater_7,Person_105,2,1,2,1,2,1,1,2,0,1,1,1,2,2,1
Rater_7,Person_106,2,3,1,2,2,1,3,2,1,1,3,3,2,1,2
Rater_7,Person_107,3,3,3,4,4,2,3,2,3,2,3,2,4,4,2
Rater_7,Person_108,3,2,2,3,3,2,3,2,2,3,3,4,2,3,3
Rater_7,Person_109,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2
Rater_7,Person_110,4,4,4,4,4,3,4,5,4,4,4,4,4,4,3
Rater_7,Person_111,2,3,2,3,3,3,3,2,2,2,3,3,3,2,2
Rater_7,Person_112,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2
Rater_7,Person_113,3,2,2,2,3,2,3,2,2,3,1,3,2,2,2
Rater_7,Person_114,2,2,2,3,2,2,2,2,2,2,2,3,1,2,1
Rater_7,Person_115,4,3,4,3,4,2,4,4,3,3,3,4,3,3,3
Rater_7,Person_116,3,2,1,3,2,2,3,2,2,3,3,2,3,2,2
Rater_7,Person_117,4,2,4,4,3,4,3,3,2,3,2,3,4,4,3
Rater_7,Person_118,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2
Rater_7,Person_119,4,4,3,3,2,3,3,3,2,4,3,4,3,2,3
Rater_7,Person_120,2,3,3,2,2,3,2,2,2,3,2,1,2,2,2
Rater_7,Person_121,2,2,2,4,2,3,3,2,2,3,4,3,2,2,2
Rater_7,Person_122,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4
Rater_7,Person_123,4,3,2,2,3,3,3,3,2,2,2,2,2,2,3
Rater_7,Person_124,4,3,2,4,2,2,3,2,3,3,2,2,4,3,2
Rater_7,Person_125,3,3,2,3,3,2,4,2,2,3,2,2,3,2,2
Rater_7,Person_126,3,3,3,3,2,1,3,4,3,4,2,3,3,2,3
Rater_7,Person_127,3,3,2,3,2,3,2,2,3,3,3,2,3,4,3
Rater_7,Person_128,4,2,2,3,3,2,1,2,2,2,2,3,2,2,3
Rater_7,Person_129,3,4,3,4,4,3,3,3,3,3,3,4,4,4,3
Rater_7,Person_130,2,2,3,2,2,1,2,3,2,3,2,2,3,1,2
Rater_7,Person_131,2,3,3,3,2,2,2,3,3,2,1,2,3,2,2
Rater_7,Person_132,3,4,2,4,3,2,4,4,4,3,3,4,4,3,2
Rater_7,Person_133,3,3,2,2,2,2,3,3,2,1,2,2,2,1,2
Rater_7,Person_134,2,2,2,3,4,2,2,2,2,3,2,3,3,2,2
Rater_7,Person_135,4,4,4,4,5,4,4,4,4,4,4,4,5,3,4
Rater_7,Person_136,2,2,2,3,2,2,2,1,2,2,2,2,2,1,3
Rater_7,Person_137,3,2,3,3,2,3,4,3,2,3,3,3,3,2,2
Rater_7,Person_138,3,3,2,2,2,2,3,3,2,4,2,2,3,3,3
Rater_7,Person_139,3,3,3,4,3,3,4,3,2,3,3,2,2,3,2
Rater_7,Person_140,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1
Rater_7,Person_141,3,2,1,1,2,2,2,2,1,2,1,1,1,1,1
Rater_7,Person_142,2,2,2,2,1,2,3,3,2,2,2,3,2,2,2
Rater_7,Person_143,4,3,3,2,2,4,3,3,4,3,3,3,3,4,4
Rater_7,Person_144,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3
Rater_7,Person_145,3,2,3,4,2,2,3,3,2,3,2,3,3,2,3
Rater_7,Person_146,2,2,3,1,1,2,2,2,2,2,1,2,3,2,2
Rater_7,Person_147,1,2,2,2,2,1,3,3,2,2,2,1,2,2,1
Rater_7,Person_148,3,2,1,2,2,2,2,2,1,1,2,2,2,1,1
Rater_7,Person_149,3,3,2,2,2,2,2,3,2,3,2,3,4,3,2
Rater_7,Person_150,4,2,2,3,3,2,4,3,2,3,2,2,3,2,3
Rater_7,Person_151,2,2,3,2,3,2,2,3,2,3,3,2,3,1,2
Rater_7,Person_152,4,4,2,4,3,3,4,4,2,4,3,3,4,4,3
Rater_7,Person_153,2,3,3,3,2,2,3,3,2,3,2,2,2,3,2
Rater_7,Person_154,4,4,2,4,3,2,3,4,2,4,3,2,3,4,3
