,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20
Person_686,0.0,1.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,1.0,,0.0,,0.0,1.0
Person_687,1.0,1.0,,0.0,,,,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,,1.0,
Person_688,0.0,1.0,,,,1.0,,1.0,0.0,0.0,,0.0,0.0,,,0.0,,,1.0,0.0
Person_689,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,,
Person_690,,,,1.0,,1.0,1.0,1.0,,,0.0,,,0.0,1.0,1.0,1.0,0.0,,
Person_691,,1.0,,0.0,0.0,1.0,,,0.0,,1.0,,,0.0,0.0,,1.0,0.0,1.0,0.0
Person_692,,1.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1.0,,,0.0,
Person_693,1.0,,1.0,,0.0,1.0,0.0,,,1.0,1.0,1.0,,,0.0,1.0,1.0,0.0,1.0,
Person_694,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,
Person_695,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,,1.0
Person_696,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,,1.0,,1.0,0.0,,0.0
Person_697,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,0.0,0.0,,1.0,,0.0,1.0,1.0
Person_698,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,0.0,,0.0,0.0,0.0
Person_699,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
Person_700,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Person_701,1.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,,,,0.0,1.0,0.0,1.0,1.0
Person_702,1.0,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,,1.0,1.0
Person_703,1.0,,0.0,0.0,1.0,1.0,,,1.0,0.0,1.0,,,0.0,,1.0,1.0,0.0,1.0,1.0
Person_704,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,1.0,1.0,,,,,1.0,1.0
Person_705,,,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,,,1.0,1.0,,,
Person_706,,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0,1.0,0.0
Person_707,1.0,,1.0,0.0,0.0,1.0,1.0,,,1.0,,,,,1.0,0.0,1.0,,,
Person_708,1.0,0.0,1.0,,0.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,
Person_709,1.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
Person_710,,1.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,0.0
Person_711,1.0,0.0,,,,1.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,,1.0
Person_712,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0
Person_713,,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,,1.0,0.0,,1.0,,1.0,1.0,,
Person_714,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,
Person_715,1.0,1.0,0.0,,1.0,1.0,0.0,,,1.0,,,1.0,,1.0,,1.0,,,1.0
Person_716,,,,0.0,0.0,,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,,0.0,
Person_717,1.0,,,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,,0.0,0.0,,0.0,1.0,0.0,1.0
Person_718,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1.0,,,
Person_719,,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Person_720,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,
Person_721,1.0,1.0,,1.0,1.0,,0.0,1.0,,1.0,0.0,1.0,,,0.0,,,,,1.0
Person_722,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
Person_723,1.0,,,,,,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,
Person_724,,1.0,,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.0,1.0,1.0,,1.0,
Person_725,1.0,,,0.0,1.0,1.0,1.0,,1.0,,1.0,0.0,,1.0,,,1.0,,,
Person_726,0.0,1.0,0.0,,,1.0,,,,,,,0.0,,1.0,1.0,,0.0,1.0,
Person_727,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,1.0,,,1.0,1.0
Person_728,1.0,1.0,,0.0,,1.0,0.0,1.0,,0.0,1.0,,0.0,,0.0,1.0,,1.0,,1.0
Person_729,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,,0.0,,1.0,,1.0,,1.0,1.0
Person_730,1.0,0.0,,0.0,0.0,,,1.0,,,,,,0.0,,1.0,,0.0,0.0,1.0
Person_731,,,1.0,1.0,,,0.0,,0.0,1.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
Person_732,,1.0,,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
Person_733,,1.0,1.0,0.0,,,1.0,1.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0
Person_734,0.0,0.0,0.0,,,1.0,,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Person_735,1.0,,1.0,1.0,,,1.0,1.0,,0.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,
Person_736,1.0,1.0,0.0,1.0,,,,0.0,1.0,1.0,,0.0,,1.0,0.0,,1.0,,,
Person_737,,1.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Person_738,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Person_739,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Person_740,,,,,1.0,1.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Person_741,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,
Person_742,1.0,0.0,,,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,1.0,,,,1.0
Person_743,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,,,,,,,
Person_744,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0
Person_745,1.0,1.0,0.0,,,,,0.0,1.0,1.0,,,0.0,1.0,0.0,,,,1.0,0.0
Person_746,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0
Person_747,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,
Person_748,1.0,1.0,0.0,0.0,0.0,,0.0,,,1.0,,0.0,1.0,1.0,1.0,,,0.0,1.0,1.0
Person_749,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,0.0,1.0,0.0
Person_750,,1.0,,0.0,0.0,,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Person_751,0.0,,0.0,,,1.0,,,,0.0,,1.0,,,,,0.0,,1.0,1.0
Person_752,,1.0,0.0,,0.0,1.0,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0
Person_753,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,,1.0,,,1.0,1.0
Person_754,0.0,0.0,0.0,,0.0,1.0,,,,,,1.0,,0.0,,,1.0,,1.0,
Person_755,,,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0
Person_756,,1.0,,,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,
Person_757,,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
Person_758,,,1.0,0.0,,0.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,
Person_759,1.0,1.0,,,,1.0,0.0,,0.0,0.0,1.0,0.0,,1.0,,1.0,,1.0,,1.0
Person_760,,1.0,0.0,0.0,,1.0,0.0,,,0.0,,1.0,,,,0.0,,,1.0,1.0
Person_761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,
Person_762,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.0,,1.0,,1.0,
Person_763,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,1.0,,,,0.0
Person_764,,,1.0,0.0,1.0,,,1.0,0.0,0.0,,1.0,,,1.0,,,0.0,1.0,
Person_765,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,1.0,,1.0,0.0
Person_766,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,,1.0,,1.0,,0.0,,,1.0,,1.0,
Person_767,0.0,1.0,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0
Person_768,,1.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,1.0,,1.0,0.0,,1.0,,,1.0
Person_769,1.0,1.0,,1.0,,,1.0,,0.0,0.0,,0.0,0.0,1.0,,1.0,,,1.0,1.0
Person_770,,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0
Person_771,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
Person_772,0.0,1.0,,0.0,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
Person_773,0.0,1.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,,,1.0,,,,
Person_774,,0.0,0.0,0.0,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,,,1.0,
Person_775,0.0,1.0,0.0,0.0,,,,1.0,0.0,,,,0.0,0.0,0.0,1.0,,0.0,,1.0
Person_776,,,1.0,,0.0,1.0,,,,0.0,,1.0,0.0,,,,,1.0,1.0,
Person_777,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
Person_778,,1.0,,,,0.0,1.0,,0.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0
Person_779,1.0,,1.0,,,0.0,,,1.0,,,1.0,1.0,,,1.0,,1.0,,
Person_780,1.0,1.0,1.0,,0.0,,1.0,,,,,,1.0,1.0,,,,,,1.0
Person_781,0.0,,,1.0,,,,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,
Person_782,,1.0,,0.0,,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,,0.0,,,0.0,1.0,0.0
Person_783,0.0,1.0,0.0,,,1.0,1.0,0.0,,0.0,,1.0,0.0,,0.0,,0.0,0.0,1.0,1.0
Person_784,0.0,1.0,,,1.0,,,,1.0,1.0,,1.0,0.0,,,1.0,1.0,,1.0,1.0
Person_785,1.0,0.0,,0.0,0.0,0.0,,,,,,1.0,1.0,,0.0,0.0,0.0,,,1.0
Person_786,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,1.0,,,0.0
Person_787,,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0
Person_788,1.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,1.0,0.0,,0.0,
Person_789,0.0,1.0,,0.0,1.0,,1.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,1.0,0.0
Person_790,0.0,1.0,1.0,,,1.0,1.0,0.0,,,0.0,1.0,1.0,,1.0,1.0,,0.0,1.0,
Person_791,,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0
Person_792,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,
Person_793,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,0.0,
Person_794,0.0,,0.0,0.0,0.0,1.0,,,0.0,,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,
Person_795,,1.0,1.0,,,1.0,1.0,0.0,,1.0,,,1.0,,0.0,1.0,1.0,,1.0,
Person_796,,1.0,0.0,,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0
Person_797,,,,0.0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,1.0,,1.0,,1.0,1.0,
Person_798,1.0,0.0,1.0,,,1.0,,1.0,,,,,,1.0,0.0,,,0.0,,
Person_799,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0
Person_800,0.0,1.0,,,,1.0,,1.0,0.0,1.0,,,0.0,,1.0,,,0.0,0.0,
Person_801,,1.0,0.0,0.0,0.0,,1.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0
Person_802,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
Person_803,0.0,1.0,,,0.0,,0.0,,1.0,,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
Person_804,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0,,,,0.0,1.0,0.0,1.0,1.0,,1.0,1.0
Person_805,,,,,,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
Person_806,1.0,,1.0,0.0,0.0,1.0,,,,1.0,0.0,,,1.0,1.0,,1.0,1.0,,
Person_807,1.0,1.0,,,,1.0,,,1.0,,,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0
Person_808,1.0,1.0,0.0,,0.0,,,1.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,
Person_809,,,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,,,
Person_810,1.0,,0.0,,0.0,1.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0
Person_811,,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,,,1.0,,1.0,1.0
Person_812,0.0,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,,
Person_813,,,0.0,,0.0,1.0,,0.0,,,,,0.0,,,,,1.0,1.0,
Person_814,0.0,,1.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0
Person_815,1.0,0.0,,0.0,1.0,,0.0,0.0,,,,,1.0,,0.0,,,0.0,,1.0
Person_816,1.0,,,,0.0,,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,,1.0,0.0,,0.0
Person_817,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0
Person_818,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,
Person_819,,1.0,,,,,,1.0,,1.0,,0.0,0.0,,1.0,1.0,,,,
Person_820,,1.0,,1.0,1.0,1.0,,,,1.0,,,0.0,1.0,,,,1.0,,
Person_821,0.0,,1.0,,1.0,1.0,,1.0,,0.0,0.0,1.0,,,0.0,1.0,1.0,,1.0,
Person_822,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,
Person_823,0.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0
Person_824,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,0.0,,,1.0,,,0.0
Person_825,0.0,,,,0.0,,1.0,1.0,,,,,0.0,,,0.0,1.0,,1.0,1.0
Person_826,1.0,1.0,1.0,0.0,,,,1.0,0.0,,1.0,,1.0,0.0,0.0,,,1.0,,
Person_827,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0
Person_828,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,,1.0,0.0,,1.0,0.0,1.0,0.0
Person_829,,,,,,,0.0,,0.0,1.0,,1.0,,,0.0,1.0,1.0,0.0,1.0,1.0
Person_830,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,1.0,1.0,1.0,,
Person_831,1.0,,0.0,0.0,0.0,0.0,,,1.0,,,1.0,,1.0,0.0,1.0,,0.0,1.0,
Person_832,0.0,,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0
Person_833,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
Person_834,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,0.0,1.0,1.0
Person_835,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0
Person_836,1.0,,1.0,1.0,0.0,,,1.0,,1.0,,1.0,,,1.0,,,,,1.0
Person_837,0.0,,0.0,0.0,1.0,1.0,1.0,,1.0,,0.0,1.0,,1.0,1.0,1.0,,,1.0,1.0
Person_838,0.0,1.0,1.0,,1.0,1.0,,1.0,0.0,1.0,1.0,,,,,,,0.0,,
Person_839,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,
Person_840,0.0,0.0,0.0,,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Person_841,,,0.0,,0.0,,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,
Person_842,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,1.0,1.0
Person_843,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,0.0,,,1.0,,0.0
Person_844,0.0,,,0.0,,0.0,0.0,1.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,,1.0,1.0
Person_845,,,,,1.0,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0
Person_846,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,,1.0,
Person_847,0.0,,0.0,,,1.0,0.0,,,1.0,,,0.0,0.0,,1.0,1.0,,,
Person_848,,1.0,0.0,0.0,,1.0,,,,,,1.0,1.0,0.0,,1.0,,,1.0,
Person_849,1.0,,1.0,0.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0
Person_850,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,,0.0,,,,,0.0,1.0,,,,1.0
Person_851,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0
Person_852,1.0,1.0,1.0,0.0,,,,1.0,,,0.0,1.0,0.0,0.0,,,,1.0,,1.0
Person_853,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,0.0,,1.0
Person_854,,,1.0,0.0,,,,1.0,,0.0,,1.0,,,,1.0,1.0,1.0,,1.0
Person_855,1.0,,1.0,,,,0.0,1.0,,,,,,0.0,,0.0,1.0,1.0,,1.0
Person_856,1.0,1.0,,1.0,1.0,,,,,0.0,1.0,,,,1.0,1.0,,,1.0,
Person_857,0.0,,1.0,0.0,0.0,1.0,,1.0,,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,,0.0
Person_858,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,0.0
Person_859,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0
Person_860,,,1.0,,0.0,1.0,0.0,,,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Person_861,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,
Person_862,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.0,1.0,1.0,0.0,1.0,
Person_863,1.0,0.0,,0.0,0.0,,0.0,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,
Person_864,1.0,,,,1.0,,1.0,,0.0,,,,,,1.0,,1.0,1.0,1.0,1.0
Person_865,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0
Person_866,1.0,,1.0,,,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
Person_867,0.0,1.0,1.0,,0.0,,,1.0,0.0,0.0,,,,,0.0,1.0,1.0,0.0,,0.0
Person_868,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,
Person_869,,1.0,1.0,,1.0,,1.0,1.0,1.0,,0.0,1.0,,,,1.0,,1.0,1.0,
Person_870,,1.0,,,0.0,,,1.0,,,0.0,1.0,1.0,1.0,,1.0,,0.0,,0.0
Person_871,1.0,1.0,1.0,,0.0,,,1.0,,,,1.0,,0.0,,,0.0,1.0,1.0,1.0
Person_872,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.0,,
Person_873,,1.0,,,1.0,,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,,,1.0,0.0,1.0,
Person_874,0.0,,0.0,1.0,0.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Person_875,1.0,,,1.0,0.0,,0.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,
Person_876,,1.0,0.0,0.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0
Person_877,0.0,1.0,1.0,,0.0,,0.0,,,,,1.0,,0.0,0.0,,1.0,,1.0,1.0
Person_878,0.0,,,1.0,1.0,,,,,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,1.0
Person_879,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,,1.0,0.0
Person_880,1.0,1.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,
Person_881,1.0,,1.0,0.0,0.0,,,0.0,,1.0,,0.0,0.0,0.0,1.0,,,,0.0,
Person_882,,,,,0.0,,,,0.0,0.0,,1.0,,,,1.0,1.0,0.0,,1.0
Person_883,0.0,,1.0,,,,,1.0,0.0,,,1.0,,1.0,,,1.0,1.0,,0.0
Person_884,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,1.0,1.0,,0.0,0.0
Person_885,,,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Person_886,,1.0,0.0,,1.0,,1.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,1.0,0.0,1.0,
Person_887,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,1.0
Person_888,0.0,1.0,,,,1.0,0.0,1.0,,,0.0,,0.0,0.0,,1.0,1.0,,1.0,1.0
Person_889,0.0,1.0,,1.0,0.0,0.0,,1.0,,0.0,0.0,1.0,,,1.0,,1.0,0.0,0.0,
Person_890,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Person_891,0.0,,,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,,1.0,,,
Person_892,,1.0,0.0,,1.0,1.0,,0.0,1.0,,0.0,,0.0,,,,0.0,0.0,,
Person_893,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,,1.0,0.0,,
Person_894,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,
Person_895,1.0,,1.0,0.0,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Person_896,,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,,,,0.0,,0.0,0.0
Person_897,,1.0,,0.0,,0.0,,1.0,0.0,,0.0,,,0.0,0.0,,1.0,0.0,0.0,
Person_898,0.0,1.0,1.0,,0.0,1.0,0.0,,1.0,,0.0,1.0,,0.0,,,0.0,0.0,1.0,1.0
Person_899,1.0,,0.0,0.0,,0.0,1.0,,,,0.0,1.0,0.0,1.0,,1.0,,,,
Person_900,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0
Person_901,,1.0,,,,1.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,
Person_902,,0.0,0.0,,,,0.0,1.0,,1.0,,,,1.0,1.0,0.0,,,,0.0
Person_903,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,
Person_904,0.0,1.0,,,,,0.0,,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,,1.0
Person_905,1.0,,,,1.0,0.0,,1.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0
Person_906,0.0,1.0,0.0,0.0,1.0,,,,,0.0,,,,1.0,1.0,,,0.0,1.0,1.0
Person_907,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,1.0,,0.0,,1.0
Person_908,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,1.0,,,0.0,,0.0,0.0,
Person_909,1.0,,,1.0,,1.0,1.0,,1.0,0.0,1.0,,,1.0,,1.0,,,1.0,1.0
Person_910,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0
Person_911,,1.0,,,0.0,,0.0,,0.0,1.0,0.0,,,0.0,1.0,,1.0,,,1.0
Person_912,,,1.0,1.0,1.0,,0.0,,1.0,0.0,0.0,,0.0,1.0,,1.0,1.0,0.0,,
Person_913,,1.0,,,,,,1.0,,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0
