,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12
Rater_6,Person_193,5,5,4,5,4,4,5,5,4,5,4,5
Rater_6,Person_194,5,1,4,5,1,4,3,5,4,4,1,4
Rater_6,Person_195,0,0,0,0,0,0,0,0,0,0,0,0
Rater_6,Person_196,4,3,3,1,4,3,4,5,1,4,1,5
Rater_6,Person_197,5,4,4,4,3,4,5,5,4,3,4,5
Rater_6,Person_198,2,2,2,5,3,4,5,4,2,5,2,5
Rater_6,Person_199,3,3,2,1,3,3,2,4,1,3,1,2
Rater_6,Person_200,5,5,5,4,5,5,5,5,5,5,5,5
Rater_7,Person_1,1,0,0,0,2,1,1,1,0,0,1,1
Rater_7,Person_2,1,3,2,2,3,3,4,5,1,5,2,3
Rater_7,Person_3,4,5,2,3,4,2,2,5,1,5,2,4
Rater_7,Person_4,1,2,4,1,4,5,4,4,3,3,3,3
Rater_7,Person_5,4,5,5,4,5,5,5,5,5,4,5,5
Rater_7,Person_6,5,5,5,5,5,5,5,5,5,5,5,5
Rater_7,Person_7,1,0,0,0,1,1,1,3,1,1,0,2
Rater_7,Person_8,5,3,5,3,4,5,5,5,4,5,4,5
Rater_7,Person_9,0,1,0,0,1,1,1,1,0,1,1,1
Rater_7,Person_10,3,5,5,1,2,2,5,4,3,2,4,4
Rater_7,Person_11,1,2,0,1,2,1,1,3,1,2,1,3
Rater_7,Person_12,4,2,5,5,5,5,5,5,5,5,5,5
Rater_7,Person_13,1,2,1,1,1,1,2,4,2,1,1,3
Rater_7,Person_14,3,2,1,5,3,3,5,5,1,4,1,3
Rater_7,Person_15,4,1,2,0,1,1,1,2,0,1,0,3
Rater_7,Person_16,1,1,0,0,1,0,1,1,0,0,1,0
Rater_7,Person_17,3,1,5,4,5,4,4,5,3,5,2,5
Rater_7,Person_18,4,4,4,5,3,5,5,5,5,5,5,5
Rater_7,Person_19,3,5,3,2,2,4,5,5,2,3,5,4
Rater_7,Person_20,3,1,1,1,1,0,4,2,1,2,1,2
Rater_7,Person_21,2,1,4,5,4,4,5,4,3,2,3,5
Rater_7,Person_22,4,5,5,5,4,4,4,5,1,4,3,5
Rater_7,Person_23,5,4,4,4,5,4,5,5,5,5,5,4
Rater_7,Person_24,1,2,0,0,1,0,1,4,1,2,1,1
Rater_7,Person_25,4,5,1,3,3,5,4,5,4,5,3,4
Rater_7,Person_26,5,4,3,4,4,3,3,4,4,5,4,1
Rater_7,Person_27,1,2,1,1,2,3,4,4,3,2,3,4
Rater_7,Person_28,4,1,0,2,2,3,3,3,1,2,4,5
Rater_7,Person_29,3,0,3,1,4,1,1,3,0,3,1,0
Rater_7,Person_30,1,2,1,2,1,2,1,3,0,1,2,3
Rater_7,Person_31,5,5,5,4,4,5,5,5,5,3,4,5
Rater_7,Person_32,4,2,4,2,4,4,5,5,2,5,0,4
Rater_7,Person_33,3,1,3,1,3,2,3,2,1,2,1,1
Rater_7,Person_34,0,1,0,1,0,0,0,0,0,0,0,0
Rater_7,Person_35,1,0,0,1,1,1,1,2,1,1,1,2
Rater_7,Person_36,1,2,1,2,1,1,3,2,3,2,0,5
Rater_7,Person_37,1,1,0,0,1,0,1,2,1,0,0,1
Rater_7,Person_38,0,0,2,1,1,0,1,0,0,1,0,1
Rater_7,Person_39,4,1,5,5,5,4,4,5,3,5,4,5
Rater_7,Person_40,2,3,1,1,3,4,4,4,1,2,2,3
Rater_7,Person_41,1,0,0,1,1,0,1,1,1,1,1,2
Rater_7,Person_42,0,0,1,1,1,0,1,2,0,0,1,1
Rater_7,Person_43,3,1,2,2,4,3,3,4,1,3,0,4
Rater_7,Person_44,5,4,5,4,5,3,4,5,4,4,4,5
Rater_7,Person_45,0,1,1,1,0,0,1,1,0,1,1,1
Rater_7,Person_46,4,5,4,5,4,5,5,4,5,5,4,5
Rater_7,Person_47,3,1,2,0,2,1,1,5,1,4,1,0
Rater_7,Person_48,0,0,1,1,1,1,2,1,0,1,1,2
Rater_7,Person_49,1,2,3,3,2,2,5,5,2,4,3,5
Rater_7,Person_50,4,4,5,5,4,5,5,4,5,5,5,1
Rater_7,Person_51,3,1,1,1,1,1,2,5,2,1,1,4
Rater_7,Person_52,5,2,3,3,4,4,4,5,5,4,3,4
Rater_7,Person_53,3,1,2,1,1,1,2,5,2,1,1,2
Rater_7,Person_54,2,3,1,1,1,1,2,4,2,2,3,3
Rater_7,Person_55,5,4,4,5,5,5,5,5,5,5,5,5
Rater_7,Person_56,4,2,4,5,1,4,4,5,5,5,3,4
Rater_7,Person_57,1,2,0,0,2,1,1,1,1,1,1,1
Rater_7,Person_58,5,5,5,4,5,4,5,5,5,5,5,5
Rater_7,Person_59,0,1,1,1,0,3,3,2,1,1,0,1
Rater_7,Person_60,4,3,4,4,4,5,5,5,4,4,4,4
Rater_7,Person_61,4,4,3,2,4,2,4,4,1,5,1,4
Rater_7,Person_62,4,1,1,4,2,3,3,3,1,4,1,4
Rater_7,Person_63,3,2,3,3,3,1,2,5,3,5,3,3
Rater_7,Person_64,4,2,1,3,2,2,3,3,1,2,2,1
Rater_7,Person_65,4,3,2,3,4,3,4,3,1,5,3,5
Rater_7,Person_66,4,2,2,4,0,2,2,2,1,2,0,1
Rater_7,Person_67,1,0,1,1,1,2,1,2,0,4,1,2
Rater_7,Person_68,4,4,4,1,3,5,5,5,1,3,3,4
Rater_7,Person_69,3,5,5,5,4,5,5,5,5,5,4,5
Rater_7,Person_70,4,3,1,1,0,2,4,3,1,5,2,4
Rater_7,Person_71,5,5,4,4,4,5,4,5,4,5,5,4
Rater_7,Person_72,1,2,2,2,3,4,1,3,1,4,4,5
Rater_7,Person_73,5,3,5,4,5,5,5,5,5,5,5,5
Rater_7,Person_74,5,4,5,5,5,5,4,5,3,4,3,5
Rater_7,Person_75,5,5,3,2,3,5,5,4,2,4,4,5
Rater_7,Person_76,4,3,5,5,4,4,5,5,3,5,3,3
Rater_7,Person_77,3,0,2,1,1,1,2,4,1,2,1,2
Rater_7,Person_78,2,1,3,4,1,1,4,4,3,3,3,1
Rater_7,Person_79,2,0,1,1,0,1,0,2,0,0,0,0
Rater_7,Person_80,0,0,0,0,0,0,0,1,0,3,0,2
Rater_7,Person_81,4,5,2,5,4,5,5,5,2,5,4,5
Rater_7,Person_82,1,3,2,4,2,3,5,2,1,2,1,5
Rater_7,Person_83,5,3,4,4,2,3,5,4,3,4,3,5
Rater_7,Person_84,4,3,3,1,2,1,4,5,2,2,1,3
Rater_7,Person_85,2,1,0,1,2,1,2,3,0,0,2,1
Rater_7,Person_86,5,5,5,5,5,5,5,5,4,5,5,5
Rater_7,Person_87,4,5,4,5,4,5,4,5,5,5,5,5
Rater_7,Person_88,2,1,3,1,4,3,3,5,3,4,1,5
Rater_7,Person_89,2,1,4,1,3,2,5,5,1,3,2,5
Rater_7,Person_90,5,3,3,4,4,5,5,5,4,5,5,4
Rater_7,Person_91,2,1,4,3,3,2,3,2,0,1,3,3
Rater_7,Person_92,5,5,5,4,5,5,5,5,4,5,5,5
Rater_7,Person_93,3,4,3,5,4,2,5,5,2,5,2,4
Rater_7,Person_94,3,0,1,1,1,1,2,1,1,2,0,1
Rater_7,Person_95,4,1,4,3,4,4,5,5,1,4,5,5
Rater_7,Person_96,5,2,4,4,5,5,5,5,5,4,5,4
Rater_7,Person_97,3,1,2,4,3,3,4,3,3,5,3,5
Rater_7,Person_98,5,5,5,4,5,4,5,5,2,5,3,4
Rater_7,Person_99,5,4,4,3,4,4,5,5,5,5,5,5
Rater_7,Person_100,2,1,1,2,3,2,2,4,0,3,1,3
Rater_7,Person_101,5,4,5,5,5,5,5,5,4,5,5,5
Rater_7,Person_102,4,5,1,0,2,1,5,4,2,2,1,5
Rater_7,Person_103,4,0,3,4,1,5,4,5,3,4,4,5
Rater_7,Person_104,2,1,0,1,1,1,0,1,0,1,1,1
Rater_7,Person_105,4,5,5,4,5,4,4,5,3,3,4,3
Rater_7,Person_106,5,4,4,4,3,4,5,4,5,5,4,5
Rater_7,Person_107,3,1,3,1,0,1,2,5,1,3,1,2
Rater_7,Person_108,4,4,3,3,4,4,5,4,4,5,4,5
Rater_7,Person_109,4,5,1,5,5,1,5,4,1,5,4,3
Rater_7,Person_110,5,3,3,3,5,4,5,5,2,5,4,5
Rater_7,Person_111,4,1,3,5,4,4,4,4,2,3,3,5
Rater_7,Person_112,1,2,1,1,1,2,3,4,1,3,2,5
Rater_7,Person_113,4,1,3,2,1,4,4,3,1,4,2,4
Rater_7,Person_114,0,0,1,2,0,0,1,1,1,1,0,0
Rater_7,Person_115,1,1,1,2,1,4,2,5,3,2,2,1
Rater_7,Person_116,2,0,2,3,1,0,0,4,1,1,1,3
Rater_7,Person_117,5,4,4,3,4,5,5,5,4,4,5,5
Rater_7,Person_118,5,4,4,2,4,5,4,5,4,4,5,5
Rater_7,Person_119,4,4,4,5,3,3,3,5,2,4,3,3
Rater_7,Person_120,0,0,1,1,0,0,0,1,0,2,0,2
Rater_7,Person_121,4,3,5,4,1,1,4,5,1,4,2,4
Rater_7,Person_122,1,2,1,0,0,0,3,2,1,1,1,1
Rater_7,Person_123,3,4,3,1,2,4,5,4,2,4,5,4
Rater_7,Person_124,3,4,3,1,2,4,4,5,3,4,2,3
Rater_7,Person_125,1,1,1,1,3,1,1,3,1,1,1,0
Rater_7,Person_126,1,1,0,1,1,1,2,4,1,1,0,1
Rater_7,Person_127,5,2,4,4,3,4,5,5,1,4,4,4
Rater_7,Person_128,4,4,5,5,5,4,5,5,5,5,5,5
Rater_7,Person_129,3,1,1,1,1,4,3,5,1,1,2,5
Rater_7,Person_130,2,3,4,4,2,1,4,5,1,1,5,4
Rater_7,Person_131,1,0,1,2,1,1,5,4,3,2,4,1
Rater_7,Person_132,2,2,1,1,2,2,3,3,2,1,1,5
Rater_7,Person_133,0,0,0,0,1,0,1,1,0,2,1,0
Rater_7,Person_134,2,4,3,4,4,3,4,4,1,2,2,5
Rater_7,Person_135,3,4,3,4,3,4,4,5,4,3,4,5
Rater_7,Person_136,2,0,2,1,2,3,1,4,0,1,2,4
Rater_7,Person_137,4,2,2,4,2,3,3,3,0,3,3,3
Rater_7,Person_138,5,2,2,1,1,4,2,4,0,1,1,2
Rater_7,Person_139,4,5,5,5,4,5,5,4,4,5,3,5
Rater_7,Person_140,2,1,3,1,4,3,5,3,1,5,2,3
Rater_7,Person_141,1,4,5,3,4,3,4,5,4,5,2,5
Rater_7,Person_142,5,4,4,4,5,4,5,5,3,5,3,4
Rater_7,Person_143,4,1,3,3,2,2,4,4,2,5,2,4
Rater_7,Person_144,2,4,2,3,4,4,5,4,5,5,3,4
Rater_7,Person_145,1,0,0,1,1,0,1,1,1,1,1,3
Rater_7,Person_146,1,2,1,4,1,1,3,4,1,3,2,3
Rater_7,Person_147,5,5,5,5,5,4,5,5,4,5,5,5
Rater_7,Person_148,4,4,1,3,4,4,2,4,3,3,4,4
Rater_7,Person_149,5,4,3,4,4,4,5,5,4,4,2,4
Rater_7,Person_150,5,4,4,4,3,3,3,5,5,3,3,5
Rater_7,Person_151,5,5,5,4,5,5,5,5,5,5,4,5
Rater_7,Person_152,1,1,1,1,4,1,4,3,1,1,1,1
Rater_7,Person_153,1,1,1,1,2,1,1,4,2,2,0,0
Rater_7,Person_154,3,4,4,5,2,5,4,5,5,4,5,4
Rater_7,Person_155,4,4,4,5,2,3,4,5,1,5,4,4
Rater_7,Person_156,4,4,4,3,3,4,3,5,3,3,3,5
Rater_7,Person_157,3,1,1,1,2,5,4,4,4,4,5,4
Rater_7,Person_158,1,2,1,0,1,2,2,3,2,3,2,3
Rater_7,Person_159,5,4,2,4,4,4,3,4,3,4,5,5
Rater_7,Person_160,2,2,1,1,1,1,5,4,1,3,5,2
Rater_7,Person_161,3,4,1,4,4,4,4,5,3,4,4,4
Rater_7,Person_162,1,2,1,3,1,3,4,4,1,0,2,3
Rater_7,Person_163,5,5,3,4,5,5,5,5,5,5,5,5
Rater_7,Person_164,1,1,1,0,1,1,4,5,1,1,1,1
Rater_7,Person_165,4,5,4,1,4,1,4,5,1,3,2,5
Rater_7,Person_166,1,1,1,0,1,0,0,3,0,2,0,2
Rater_7,Person_167,1,2,0,0,0,1,1,2,1,1,1,2
Rater_7,Person_168,3,2,2,3,2,2,4,5,1,3,2,2
Rater_7,Person_169,1,2,1,2,1,2,2,1,2,1,0,3
Rater_7,Person_170,2,1,5,3,2,2,5,3,1,4,1,4
Rater_7,Person_171,0,2,0,1,1,1,0,1,2,2,1,3
Rater_7,Person_172,4,3,3,3,3,3,4,5,1,3,3,4
Rater_7,Person_173,4,1,2,2,2,3,4,3,2,2,1,5
Rater_7,Person_174,5,5,4,5,4,4,4,5,5,5,4,4
Rater_7,Person_175,2,1,1,2,1,2,4,1,1,1,1,4
Rater_7,Person_176,1,0,3,1,0,1,4,3,1,0,0,2
Rater_7,Person_177,1,1,1,0,1,4,2,3,0,1,2,3
Rater_7,Person_178,1,0,0,1,0,0,1,1,0,0,1,1
Rater_7,Person_179,0,0,0,1,0,0,1,1,1,1,0,1
Rater_7,Person_180,3,1,4,4,2,5,5,5,5,4,4,5
Rater_7,Person_181,5,5,5,5,4,5,4,5,5,5,5,5
Rater_7,Person_182,2,1,2,1,1,0,1,4,3,2,1,2
Rater_7,Person_183,2,1,3,2,1,3,2,5,4,4,4,4
Rater_7,Person_184,2,1,4,0,2,2,2,3,1,2,2,2
Rater_7,Person_185,5,5,5,5,4,5,5,5,3,4,3,4
Rater_7,Person_186,1,3,1,0,2,2,2,3,2,3,3,4
Rater_7,Person_187,2,2,1,2,1,4,4,5,1,5,1,4
Rater_7,Person_188,0,1,1,1,1,3,5,5,1,2,2,2
Rater_7,Person_189,0,0,0,0,0,0,1,1,0,1,0,2
Rater_7,Person_190,5,3,5,5,5,5,5,5,1,4,4,5
Rater_7,Person_191,0,1,0,1,0,1,2,2,0,1,1,0
Rater_7,Person_192,5,5,4,5,5,4,5,5,5,5,5,5
Rater_7,Person_193,4,4,4,5,4,5,5,4,5,5,5,5
Rater_7,Person_194,4,3,0,3,2,5,5,4,3,4,4,4
Rater_7,Person_195,0,0,0,0,0,0,0,0,0,0,0,0
Rater_7,Person_196,1,2,2,2,1,1,4,5,1,2,2,5
Rater_7,Person_197,3,3,5,4,4,1,5,5,4,4,4,5
Rater_7,Person_198,4,4,1,4,4,4,4,5,3,4,5,4
Rater_7,Person_199,1,0,2,1,2,2,3,2,2,4,1,3
Rater_7,Person_200,4,4,5,5,5,5,5,5,4,5,4,5
Rater_8,Person_1,1,1,0,1,0,0,1,1,0,1,0,1
Rater_8,Person_2,2,2,3,2,4,4,3,4,3,3,1,1
Rater_8,Person_3,5,4,4,3,3,3,5,5,1,4,4,4
Rater_8,Person_4,3,1,1,2,2,2,5,3,2,2,3,3
Rater_8,Person_5,4,2,4,5,5,5,4,5,5,4,4,5
Rater_8,Person_6,5,5,5,5,4,5,5,5,5,5,5,5
Rater_8,Person_7,1,0,0,1,1,2,1,1,0,3,2,0
Rater_8,Person_8,5,5,4,4,4,0,5,5,2,5,4,5
Rater_8,Person_9,0,1,0,1,1,0,0,3,0,0,0,1
Rater_8,Person_10,4,3,2,2,2,2,5,4,3,2,3,2
Rater_8,Person_11,1,2,1,1,1,1,4,4,0,1,1,3
Rater_8,Person_12,3,4,4,5,4,5,5,5,4,5,5,5
Rater_8,Person_13,2,2,1,0,0,1,2,2,0,1,1,4
Rater_8,Person_14,3,4,4,4,2,3,3,5,2,3,5,4
Rater_8,Person_15,1,0,0,1,0,2,1,2,1,1,0,0
Rater_8,Person_16,0,0,0,0,0,0,1,0,0,0,0,0
Rater_8,Person_17,3,4,5,5,3,4,5,4,3,4,4,5
Rater_8,Person_18,5,4,5,5,5,5,3,5,5,5,4,5
Rater_8,Person_19,3,2,1,3,2,4,4,4,3,5,1,5
Rater_8,Person_20,0,1,1,1,2,1,1,3,1,0,1,2
Rater_8,Person_21,4,3,5,2,4,5,5,3,1,2,1,4
Rater_8,Person_22,3,3,4,2,3,5,4,4,2,5,2,5
Rater_8,Person_23,5,4,4,4,3,5,5,5,4,5,5,5
Rater_8,Person_24,1,0,1,0,2,1,4,1,0,1,0,1
Rater_8,Person_25,5,2,4,5,4,1,3,5,2,5,5,5
Rater_8,Person_26,3,4,4,2,2,1,4,5,1,4,2,4
Rater_8,Person_27,3,3,1,2,4,2,3,5,3,1,2,5
Rater_8,Person_28,3,2,5,4,2,4,4,4,1,2,2,5
Rater_8,Person_29,1,0,1,3,1,2,2,3,1,1,1,3
Rater_8,Person_30,1,1,0,3,1,1,1,2,0,2,1,2
Rater_8,Person_31,5,4,4,5,5,5,5,5,5,5,4,4
Rater_8,Person_32,2,3,4,2,2,4,4,4,1,5,2,4
Rater_8,Person_33,0,0,1,1,2,1,3,3,2,2,2,1
Rater_8,Person_34,1,0,0,0,0,0,0,0,0,0,0,0
Rater_8,Person_35,1,1,1,1,1,2,1,4,1,2,2,2
Rater_8,Person_36,0,1,1,1,0,3,4,3,1,5,0,2
Rater_8,Person_37,0,0,1,0,0,1,1,1,0,1,1,1
Rater_8,Person_38,0,1,1,0,0,1,1,3,0,1,0,2
Rater_8,Person_39,4,5,4,2,2,2,4,3,4,5,4,5
Rater_8,Person_40,2,1,0,1,2,1,4,4,2,4,2,5
Rater_8,Person_41,0,0,1,1,0,0,1,1,1,0,0,1
Rater_8,Person_42,0,1,1,1,0,0,1,3,1,1,1,1
Rater_8,Person_43,0,1,3,1,2,3,2,5,3,2,1,2
Rater_8,Person_44,5,5,4,4,4,2,3,5,4,3,3,5
Rater_8,Person_45,1,0,0,0,0,1,0,0,1,2,1,1
Rater_8,Person_46,5,4,5,4,5,5,5,4,5,5,4,5
Rater_8,Person_47,1,1,1,1,3,3,4,5,0,3,1,4
Rater_8,Person_48,0,0,0,0,0,1,1,1,0,0,1,0
Rater_8,Person_49,4,4,3,2,1,5,4,5,3,4,3,5
Rater_8,Person_50,5,5,2,5,5,3,5,5,5,5,5,5
Rater_8,Person_51,0,1,2,2,1,2,3,5,1,2,1,3
Rater_8,Person_52,4,3,3,1,5,2,4,4,3,3,2,2
Rater_8,Person_53,2,1,0,2,3,1,1,2,3,2,1,1
Rater_8,Person_54,3,1,1,1,3,1,3,5,1,1,1,4
Rater_8,Person_55,5,4,4,4,5,5,5,5,4,4,4,5
Rater_8,Person_56,4,5,4,4,4,5,4,5,2,5,3,5
Rater_8,Person_57,0,0,1,1,1,1,0,0,1,2,1,1
Rater_8,Person_58,5,5,5,5,5,5,5,5,5,5,5,5
Rater_8,Person_59,1,1,0,0,1,0,0,1,0,1,1,1
Rater_8,Person_60,5,5,4,4,4,5,4,4,2,5,4,5
Rater_8,Person_61,1,2,4,4,2,3,5,3,1,2,3,3
Rater_8,Person_62,2,1,2,2,1,2,3,5,2,3,4,2
Rater_8,Person_63,2,1,3,2,2,2,4,5,3,3,1,3
Rater_8,Person_64,3,1,2,4,0,2,3,4,1,2,3,5
Rater_8,Person_65,4,4,4,5,2,4,4,5,4,5,5,4
Rater_8,Person_66,1,1,0,0,0,1,4,3,1,1,1,3
Rater_8,Person_67,0,1,1,1,1,1,0,2,0,1,0,1
Rater_8,Person_68,4,1,4,3,4,3,3,5,4,5,4,3
Rater_8,Person_69,5,4,5,5,4,4,5,5,5,5,4,5
Rater_8,Person_70,2,2,1,3,2,1,3,3,1,4,1,4
Rater_8,Person_71,5,5,4,5,3,5,4,5,5,5,4,5
Rater_8,Person_72,3,3,1,1,3,1,3,5,1,0,3,2
Rater_8,Person_73,5,4,5,4,5,5,5,5,5,5,4,5
Rater_8,Person_74,5,3,3,4,4,4,5,5,4,5,4,4
Rater_8,Person_75,4,3,2,3,5,4,5,5,2,5,4,2
Rater_8,Person_76,4,5,4,4,3,5,4,5,5,4,3,5
Rater_8,Person_77,2,4,1,1,1,2,1,2,2,3,1,2
Rater_8,Person_78,3,1,3,1,4,4,3,5,2,4,2,4
Rater_8,Person_79,1,1,0,0,0,1,1,2,1,0,1,1
Rater_8,Person_80,0,0,1,1,1,0,1,2,0,1,1,1
Rater_8,Person_81,4,4,4,5,3,5,5,5,4,5,5,5
Rater_8,Person_82,1,1,4,1,2,1,2,4,2,2,3,3
Rater_8,Person_83,4,5,4,5,5,5,5,5,4,4,3,3
Rater_8,Person_84,4,1,1,1,2,2,5,5,2,4,2,5
Rater_8,Person_85,1,1,0,1,0,1,2,2,1,2,0,3
Rater_8,Person_86,5,4,5,5,5,5,5,5,5,5,5,5
Rater_8,Person_87,5,5,5,4,4,3,5,5,5,5,5,5
Rater_8,Person_88,3,3,2,2,2,4,5,5,3,4,4,2
Rater_8,Person_89,4,1,1,1,3,1,3,4,2,3,3,3
Rater_8,Person_90,5,4,5,3,4,5,5,5,5,5,5,5
Rater_8,Person_91,1,1,2,2,3,1,4,3,1,1,1,4
Rater_8,Person_92,4,4,5,4,5,4,5,5,4,4,5,5
Rater_8,Person_93,5,1,2,3,5,3,4,3,3,4,3,5
Rater_8,Person_94,0,1,0,1,1,2,2,2,1,0,1,0
Rater_8,Person_95,4,3,4,3,3,5,5,5,2,5,3,4
Rater_8,Person_96,5,3,5,4,2,5,5,5,4,5,5,5
Rater_8,Person_97,4,4,5,4,4,3,4,5,1,4,4,5
Rater_8,Person_98,3,5,4,5,5,5,3,5,4,4,4,5
Rater_8,Person_99,2,4,5,4,4,4,5,5,4,4,3,5
Rater_8,Person_100,2,2,1,1,1,2,2,2,1,2,4,1
Rater_8,Person_101,5,5,5,4,5,4,5,5,5,5,5,5
Rater_8,Person_102,4,4,0,3,3,1,3,4,1,3,3,2
Rater_8,Person_103,5,2,3,4,5,3,4,5,4,5,4,4
Rater_8,Person_104,1,1,1,1,0,0,1,1,0,0,1,0
Rater_8,Person_105,5,3,3,4,3,3,5,5,4,5,4,5
Rater_8,Person_106,4,2,2,4,4,5,5,4,2,5,4,4
Rater_8,Person_107,1,0,0,3,1,1,2,1,2,4,0,1
Rater_8,Person_108,4,3,1,5,3,3,2,5,2,5,4,5
Rater_8,Person_109,4,2,5,3,4,4,4,3,3,4,2,3
Rater_8,Person_110,4,4,3,4,5,5,5,5,4,4,5,4
Rater_8,Person_111,3,4,3,3,4,4,4,4,1,4,4,5
Rater_8,Person_112,1,0,2,1,2,1,2,1,0,3,1,0
Rater_8,Person_113,3,0,1,2,1,5,3,4,0,4,2,2
Rater_8,Person_114,0,0,1,0,1,1,0,1,1,1,1,0
Rater_8,Person_115,2,2,2,1,4,1,5,4,1,3,3,4
Rater_8,Person_116,1,2,3,0,1,1,2,3,1,1,1,1
Rater_8,Person_117,4,4,5,5,4,5,5,5,4,5,4,5
Rater_8,Person_118,3,4,5,4,5,5,5,5,5,3,4,5
Rater_8,Person_119,1,4,2,2,4,5,4,4,2,4,3,4
Rater_8,Person_120,2,1,0,0,0,1,2,2,0,1,0,1
Rater_8,Person_121,4,4,3,2,4,4,4,5,3,3,5,5
Rater_8,Person_122,3,1,1,0,0,1,3,2,0,4,1,1
Rater_8,Person_123,4,1,1,2,1,4,5,4,1,5,1,4
Rater_8,Person_124,2,3,3,1,1,2,5,4,1,2,3,3
Rater_8,Person_125,1,0,1,2,1,1,2,1,2,1,1,2
Rater_8,Person_126,1,1,1,0,1,0,3,1,0,2,1,2
Rater_8,Person_127,3,4,4,4,2,4,5,4,5,5,3,5
Rater_8,Person_128,4,4,5,5,5,5,5,5,5,4,5,5
Rater_8,Person_129,2,0,1,3,0,4,2,4,1,4,1,4
Rater_8,Person_130,3,1,2,2,3,2,2,5,4,3,4,5
Rater_8,Person_131,3,2,1,2,1,2,2,3,3,2,1,4
Rater_8,Person_132,1,0,1,2,2,3,2,3,1,4,0,4
Rater_8,Person_133,0,1,0,1,0,1,3,1,0,1,0,1
Rater_8,Person_134,2,1,1,1,2,2,4,5,2,4,1,4
Rater_8,Person_135,2,2,2,2,3,1,4,4,3,2,2,1
Rater_8,Person_136,1,2,3,0,2,1,4,4,1,5,1,2
Rater_8,Person_137,3,4,1,5,3,4,3,3,2,2,2,4
Rater_8,Person_138,3,1,2,1,1,2,1,5,1,1,1,2
Rater_8,Person_139,5,3,5,5,4,5,5,5,4,5,3,5
Rater_8,Person_140,2,1,2,2,1,2,1,3,1,2,3,4
Rater_8,Person_141,4,3,1,4,5,1,4,4,1,3,1,2
Rater_8,Person_142,5,5,4,2,4,1,5,4,4,5,3,4
Rater_8,Person_143,5,4,4,4,1,4,3,5,2,3,2,5
Rater_8,Person_144,4,2,4,4,4,3,4,3,1,4,3,5
Rater_8,Person_145,0,1,0,0,1,1,0,0,0,1,0,1
Rater_8,Person_146,1,1,2,1,2,1,2,4,1,0,1,5
Rater_8,Person_147,5,5,5,5,5,5,5,5,5,5,5,5
Rater_8,Person_148,4,4,4,3,2,3,4,4,3,3,3,5
Rater_8,Person_149,5,4,4,5,5,5,5,5,2,4,4,5
Rater_8,Person_150,5,1,4,2,4,2,4,4,1,5,3,5
Rater_8,Person_151,5,5,5,5,5,4,5,5,5,5,4,4
Rater_8,Person_152,2,0,1,1,1,1,2,3,3,5,0,3
Rater_8,Person_153,0,1,0,1,1,1,1,1,3,1,1,2
Rater_8,Person_154,5,2,4,4,4,4,4,4,2,5,2,5
Rater_8,Person_155,4,4,2,4,4,3,5,4,3,5,3,5
Rater_8,Person_156,4,3,1,3,0,4,5,4,1,5,1,5
Rater_8,Person_157,2,2,2,1,1,5,5,5,2,3,4,4
Rater_8,Person_158,1,2,2,2,1,0,3,3,1,1,2,5
Rater_8,Person_159,3,5,5,2,3,5,5,5,1,5,4,4
Rater_8,Person_160,3,4,2,4,2,2,4,4,1,3,4,4
Rater_8,Person_161,2,4,3,4,1,2,3,5,2,3,2,5
Rater_8,Person_162,3,2,1,1,1,2,1,4,0,1,1,2
Rater_8,Person_163,5,5,5,4,5,5,5,5,5,5,5,5
Rater_8,Person_164,2,1,1,1,1,3,2,3,2,2,2,1
Rater_8,Person_165,1,3,1,4,3,1,4,5,2,4,3,4
Rater_8,Person_166,0,1,1,1,1,1,3,2,0,0,1,0
Rater_8,Person_167,1,0,1,1,1,1,1,1,2,1,1,1
Rater_8,Person_168,2,1,1,2,2,1,4,4,0,4,2,4
Rater_8,Person_169,1,0,2,1,0,1,2,1,1,1,0,3
Rater_8,Person_170,1,1,3,0,2,5,1,4,1,3,2,5
Rater_8,Person_171,1,1,1,3,1,2,1,0,0,3,1,2
Rater_8,Person_172,5,3,1,4,1,4,3,4,2,1,1,3
Rater_8,Person_173,2,5,2,3,1,1,3,3,1,4,1,4
Rater_8,Person_174,4,3,5,5,3,5,5,5,3,5,4,5
Rater_8,Person_175,1,0,3,0,2,1,2,3,2,0,1,2
Rater_8,Person_176,1,0,2,1,1,1,2,1,1,0,1,1
Rater_8,Person_177,1,1,1,1,1,1,1,1,1,1,0,1
Rater_8,Person_178,1,0,0,0,0,0,1,0,0,1,0,0
Rater_8,Person_179,0,0,0,0,0,1,1,1,0,1,0,1
Rater_8,Person_180,3,4,3,4,5,4,4,4,3,4,3,4
Rater_8,Person_181,5,4,5,5,5,5,5,5,5,5,4,5
Rater_8,Person_182,2,0,1,1,2,1,2,1,0,4,1,5
Rater_8,Person_183,2,3,2,2,1,3,5,2,1,5,5,3
Rater_8,Person_184,2,0,1,1,1,2,2,2,1,3,0,1
Rater_8,Person_185,5,5,3,4,3,5,5,5,4,4,3,5
Rater_8,Person_186,3,0,3,0,1,4,1,4,3,3,1,3
Rater_8,Person_187,2,0,4,1,2,1,2,5,1,3,3,3
Rater_8,Person_188,2,1,1,0,0,1,1,2,1,2,1,4
Rater_8,Person_189,1,0,0,0,0,1,0,1,0,0,0,1
Rater_8,Person_190,4,3,3,4,4,2,5,5,3,4,5,3
