,,Item_1,Item_2,Item_3,Item_4
Rater_4,Person_120,3.0,2.0,1.0,0.0
Rater_4,Person_121,3.0,,0.0,0.0
Rater_4,Person_122,3.0,2.0,3.0,
Rater_4,Person_123,5.0,1.0,2.0,0.0
Rater_4,Person_124,3.0,4.0,0.0,2.0
Rater_4,Person_125,4.0,2.0,1.0,0.0
Rater_4,Person_126,2.0,,0.0,0.0
Rater_4,Person_127,4.0,5.0,1.0,
Rater_4,Person_128,,1.0,0.0,0.0
Rater_4,Person_129,3.0,0.0,1.0,0.0
Rater_4,Person_130,,3.0,2.0,1.0
Rater_4,Person_131,1.0,2.0,,0.0
Rater_4,Person_132,5.0,1.0,3.0,3.0
Rater_4,Person_133,5.0,5.0,3.0,
Rater_4,Person_134,1.0,2.0,0.0,0.0
Rater_4,Person_135,5.0,2.0,1.0,0.0
Rater_4,Person_136,3.0,3.0,0.0,0.0
Rater_4,Person_137,4.0,1.0,2.0,0.0
Rater_4,Person_138,3.0,3.0,0.0,0.0
Rater_4,Person_139,2.0,,1.0,0.0
Rater_4,Person_140,3.0,,0.0,1.0
Rater_4,Person_141,4.0,3.0,2.0,0.0
Rater_4,Person_142,5.0,3.0,2.0,0.0
Rater_4,Person_143,3.0,1.0,0.0,0.0
Rater_4,Person_144,5.0,4.0,3.0,1.0
Rater_4,Person_145,3.0,1.0,0.0,
Rater_4,Person_146,4.0,4.0,2.0,2.0
Rater_4,Person_147,4.0,4.0,4.0,0.0
Rater_4,Person_148,2.0,1.0,,0.0
Rater_4,Person_149,5.0,3.0,0.0,2.0
Rater_4,Person_150,5.0,4.0,,1.0
Rater_4,Person_151,5.0,4.0,2.0,1.0
Rater_4,Person_152,4.0,5.0,2.0,2.0
Rater_4,Person_153,4.0,3.0,0.0,0.0
Rater_4,Person_154,5.0,5.0,0.0,2.0
Rater_4,Person_155,2.0,0.0,0.0,0.0
Rater_4,Person_156,4.0,4.0,4.0,1.0
Rater_4,Person_157,5.0,3.0,2.0,
Rater_4,Person_158,5.0,3.0,2.0,2.0
Rater_4,Person_159,4.0,3.0,1.0,
Rater_4,Person_160,4.0,1.0,0.0,0.0
Rater_4,Person_161,4.0,0.0,0.0,0.0
Rater_4,Person_162,2.0,2.0,1.0,1.0
Rater_4,Person_163,1.0,1.0,0.0,0.0
Rater_4,Person_164,2.0,1.0,0.0,0.0
Rater_4,Person_165,4.0,1.0,1.0,0.0
Rater_4,Person_166,3.0,0.0,1.0,0.0
Rater_4,Person_167,5.0,3.0,1.0,
Rater_4,Person_168,5.0,3.0,3.0,2.0
Rater_4,Person_169,4.0,2.0,0.0,1.0
Rater_4,Person_170,3.0,0.0,,0.0
Rater_4,Person_171,2.0,0.0,0.0,0.0
Rater_4,Person_172,4.0,2.0,0.0,0.0
Rater_4,Person_173,2.0,1.0,0.0,1.0
Rater_4,Person_174,,0.0,0.0,0.0
Rater_4,Person_175,4.0,3.0,0.0,0.0
Rater_4,Person_176,3.0,1.0,0.0,0.0
Rater_4,Person_177,4.0,3.0,2.0,0.0
Rater_4,Person_178,4.0,4.0,2.0,0.0
Rater_4,Person_179,4.0,2.0,0.0,0.0
Rater_4,Person_180,1.0,0.0,,0.0
Rater_4,Person_181,5.0,3.0,,1.0
Rater_4,Person_182,4.0,2.0,2.0,0.0
Rater_4,Person_183,2.0,1.0,0.0,
Rater_4,Person_184,3.0,2.0,3.0,0.0
Rater_4,Person_185,5.0,3.0,1.0,1.0
Rater_4,Person_186,2.0,1.0,,1.0
Rater_4,Person_187,3.0,2.0,0.0,0.0
Rater_4,Person_188,4.0,2.0,3.0,0.0
Rater_4,Person_189,1.0,0.0,0.0,0.0
Rater_4,Person_190,3.0,1.0,1.0,0.0
Rater_4,Person_191,5.0,3.0,1.0,0.0
Rater_4,Person_192,4.0,2.0,0.0,0.0
Rater_4,Person_193,1.0,1.0,,0.0
Rater_4,Person_194,2.0,0.0,0.0,0.0
Rater_4,Person_195,4.0,2.0,1.0,0.0
Rater_4,Person_196,4.0,3.0,1.0,1.0
Rater_4,Person_197,2.0,1.0,0.0,0.0
Rater_4,Person_198,,0.0,0.0,0.0
Rater_4,Person_199,2.0,1.0,0.0,0.0
Rater_4,Person_200,3.0,3.0,1.0,1.0
Rater_4,Person_201,3.0,1.0,0.0,
Rater_4,Person_202,3.0,2.0,1.0,0.0
Rater_4,Person_203,4.0,2.0,2.0,1.0
Rater_4,Person_204,4.0,3.0,0.0,
Rater_4,Person_205,5.0,5.0,4.0,0.0
Rater_4,Person_206,3.0,1.0,1.0,1.0
Rater_4,Person_207,4.0,2.0,3.0,0.0
Rater_4,Person_208,3.0,1.0,0.0,
Rater_4,Person_209,5.0,2.0,2.0,
Rater_4,Person_210,4.0,0.0,0.0,0.0
Rater_4,Person_211,4.0,2.0,2.0,1.0
Rater_4,Person_212,2.0,2.0,1.0,
Rater_4,Person_213,5.0,2.0,0.0,1.0
Rater_4,Person_214,1.0,1.0,1.0,0.0
Rater_4,Person_215,3.0,2.0,1.0,0.0
Rater_4,Person_216,4.0,0.0,1.0,0.0
Rater_4,Person_217,4.0,4.0,,
Rater_4,Person_218,4.0,3.0,2.0,1.0
Rater_4,Person_219,5.0,3.0,2.0,0.0
Rater_4,Person_220,5.0,2.0,0.0,1.0
Rater_4,Person_221,5.0,2.0,1.0,0.0
Rater_4,Person_222,3.0,2.0,2.0,1.0
Rater_4,Person_223,4.0,,1.0,0.0
Rater_4,Person_224,5.0,4.0,3.0,1.0
Rater_4,Person_225,2.0,4.0,,0.0
Rater_4,Person_226,4.0,2.0,0.0,0.0
Rater_4,Person_227,4.0,,0.0,
Rater_4,Person_228,0.0,1.0,0.0,0.0
Rater_4,Person_229,3.0,1.0,0.0,0.0
Rater_4,Person_230,5.0,3.0,2.0,
Rater_4,Person_231,4.0,3.0,2.0,1.0
Rater_4,Person_232,3.0,2.0,1.0,0.0
Rater_4,Person_233,4.0,1.0,2.0,0.0
Rater_4,Person_234,3.0,1.0,0.0,0.0
Rater_4,Person_235,4.0,4.0,4.0,1.0
Rater_4,Person_236,4.0,4.0,2.0,1.0
Rater_4,Person_237,5.0,2.0,1.0,0.0
Rater_4,Person_238,1.0,0.0,0.0,0.0
Rater_4,Person_239,5.0,3.0,1.0,1.0
Rater_4,Person_240,4.0,1.0,1.0,0.0
Rater_4,Person_241,5.0,4.0,1.0,1.0
Rater_4,Person_242,3.0,1.0,0.0,0.0
Rater_4,Person_243,2.0,1.0,0.0,0.0
Rater_4,Person_244,5.0,1.0,1.0,2.0
Rater_4,Person_245,2.0,2.0,0.0,0.0
Rater_4,Person_246,3.0,1.0,2.0,0.0
Rater_4,Person_247,5.0,4.0,2.0,2.0
Rater_4,Person_248,5.0,2.0,1.0,0.0
Rater_4,Person_249,3.0,3.0,0.0,0.0
Rater_4,Person_250,4.0,3.0,1.0,0.0
Rater_4,Person_251,4.0,,2.0,1.0
Rater_4,Person_252,4.0,3.0,1.0,2.0
Rater_4,Person_253,5.0,4.0,4.0,0.0
Rater_4,Person_254,5.0,4.0,3.0,0.0
Rater_4,Person_255,5.0,5.0,4.0,1.0
Rater_4,Person_256,1.0,0.0,1.0,0.0
Rater_4,Person_257,5.0,4.0,,1.0
Rater_4,Person_258,2.0,0.0,2.0,0.0
Rater_4,Person_259,4.0,3.0,1.0,0.0
Rater_4,Person_260,4.0,1.0,0.0,0.0
Rater_4,Person_261,4.0,4.0,3.0,1.0
Rater_4,Person_262,2.0,0.0,1.0,0.0
Rater_4,Person_263,5.0,5.0,1.0,2.0
Rater_4,Person_264,3.0,1.0,1.0,0.0
Rater_4,Person_265,1.0,2.0,0.0,
Rater_4,Person_266,5.0,5.0,2.0,2.0
Rater_4,Person_267,2.0,0.0,0.0,0.0
Rater_4,Person_268,4.0,2.0,1.0,1.0
Rater_4,Person_269,3.0,1.0,0.0,0.0
Rater_4,Person_270,,0.0,2.0,0.0
Rater_4,Person_271,1.0,0.0,0.0,0.0
Rater_4,Person_272,4.0,3.0,1.0,1.0
Rater_4,Person_273,5.0,3.0,1.0,0.0
Rater_4,Person_274,2.0,1.0,,0.0
Rater_4,Person_275,,2.0,1.0,1.0
Rater_4,Person_276,3.0,,0.0,0.0
Rater_4,Person_277,3.0,3.0,0.0,0.0
Rater_4,Person_278,5.0,4.0,0.0,0.0
Rater_4,Person_279,3.0,2.0,0.0,0.0
Rater_4,Person_280,3.0,1.0,1.0,0.0
Rater_4,Person_281,5.0,5.0,0.0,
Rater_4,Person_282,5.0,1.0,2.0,1.0
Rater_4,Person_283,,4.0,2.0,0.0
Rater_4,Person_284,3.0,1.0,0.0,0.0
Rater_4,Person_285,3.0,1.0,0.0,0.0
Rater_4,Person_286,5.0,3.0,1.0,
Rater_4,Person_287,3.0,2.0,1.0,
Rater_4,Person_288,3.0,2.0,1.0,0.0
Rater_4,Person_289,2.0,3.0,1.0,
Rater_4,Person_290,4.0,2.0,3.0,2.0
Rater_4,Person_291,5.0,4.0,2.0,0.0
Rater_4,Person_292,2.0,2.0,,0.0
Rater_4,Person_293,4.0,4.0,,0.0
Rater_4,Person_294,2.0,1.0,1.0,1.0
Rater_4,Person_295,5.0,1.0,0.0,1.0
Rater_4,Person_296,3.0,,0.0,0.0
Rater_4,Person_297,,3.0,2.0,1.0
Rater_4,Person_298,4.0,1.0,0.0,0.0
Rater_4,Person_299,4.0,3.0,1.0,0.0
Rater_4,Person_300,,3.0,2.0,
Rater_4,Person_301,2.0,1.0,2.0,0.0
Rater_4,Person_302,4.0,3.0,1.0,2.0
Rater_4,Person_303,5.0,3.0,2.0,0.0
Rater_4,Person_304,2.0,,0.0,
Rater_4,Person_305,1.0,0.0,0.0,0.0
Rater_4,Person_306,5.0,5.0,,2.0
Rater_4,Person_307,,5.0,5.0,2.0
Rater_4,Person_308,5.0,1.0,,1.0
Rater_4,Person_309,,4.0,2.0,0.0
Rater_4,Person_310,3.0,1.0,0.0,0.0
Rater_4,Person_311,4.0,,1.0,0.0
Rater_4,Person_312,3.0,0.0,0.0,0.0
Rater_4,Person_313,4.0,3.0,2.0,0.0
Rater_4,Person_314,1.0,0.0,0.0,
Rater_4,Person_315,5.0,2.0,2.0,2.0
Rater_4,Person_316,1.0,0.0,0.0,1.0
Rater_4,Person_317,,5.0,3.0,0.0
Rater_4,Person_318,,4.0,1.0,0.0
Rater_4,Person_319,5.0,3.0,,0.0
Rater_4,Person_320,5.0,3.0,2.0,0.0
Rater_4,Person_321,,3.0,1.0,
Rater_4,Person_322,1.0,0.0,0.0,0.0
Rater_4,Person_323,3.0,3.0,1.0,0.0
Rater_4,Person_324,2.0,3.0,0.0,0.0
Rater_4,Person_325,4.0,4.0,0.0,0.0
Rater_4,Person_326,4.0,2.0,0.0,0.0
Rater_4,Person_327,4.0,2.0,2.0,0.0
Rater_4,Person_328,,1.0,0.0,0.0
Rater_4,Person_329,5.0,4.0,3.0,2.0
Rater_4,Person_330,3.0,,2.0,1.0
Rater_4,Person_331,5.0,4.0,1.0,0.0
Rater_4,Person_332,1.0,1.0,0.0,
Rater_4,Person_333,3.0,1.0,1.0,0.0
Rater_4,Person_334,5.0,3.0,2.0,
Rater_4,Person_335,3.0,2.0,1.0,0.0
Rater_4,Person_336,5.0,4.0,1.0,2.0
Rater_4,Person_337,4.0,2.0,1.0,
Rater_4,Person_338,5.0,4.0,,1.0
Rater_4,Person_339,,2.0,1.0,0.0
Rater_4,Person_340,2.0,2.0,0.0,0.0
Rater_4,Person_341,4.0,2.0,0.0,0.0
Rater_4,Person_342,5.0,5.0,4.0,1.0
Rater_4,Person_343,2.0,0.0,1.0,0.0
Rater_4,Person_344,2.0,0.0,,
Rater_4,Person_345,5.0,1.0,1.0,0.0
Rater_4,Person_346,3.0,2.0,0.0,1.0
Rater_4,Person_347,5.0,3.0,2.0,2.0
Rater_4,Person_348,5.0,4.0,2.0,2.0
Rater_4,Person_349,3.0,0.0,0.0,0.0
Rater_4,Person_350,4.0,3.0,0.0,0.0
Rater_4,Person_351,3.0,2.0,1.0,0.0
Rater_4,Person_352,2.0,3.0,0.0,0.0
Rater_4,Person_353,4.0,3.0,1.0,
Rater_4,Person_354,5.0,2.0,0.0,0.0
Rater_4,Person_355,5.0,1.0,1.0,1.0
Rater_4,Person_356,5.0,3.0,2.0,0.0
Rater_4,Person_357,,5.0,0.0,2.0
Rater_4,Person_358,,2.0,1.0,
Rater_4,Person_359,5.0,5.0,5.0,1.0
Rater_4,Person_360,3.0,1.0,0.0,0.0
Rater_4,Person_361,1.0,0.0,0.0,
Rater_4,Person_362,5.0,,0.0,0.0
Rater_4,Person_363,3.0,2.0,1.0,0.0
Rater_4,Person_364,5.0,,0.0,
Rater_4,Person_365,3.0,,2.0,
Rater_4,Person_366,3.0,1.0,2.0,0.0
Rater_4,Person_367,1.0,4.0,1.0,0.0
Rater_4,Person_368,4.0,4.0,4.0,0.0
Rater_4,Person_369,,,,
Rater_4,Person_370,4.0,3.0,1.0,0.0
Rater_4,Person_371,5.0,2.0,2.0,0.0
Rater_4,Person_372,4.0,1.0,1.0,1.0
Rater_4,Person_373,5.0,5.0,0.0,
Rater_4,Person_374,,3.0,0.0,0.0
Rater_4,Person_375,,4.0,2.0,3.0
Rater_4,Person_376,5.0,3.0,3.0,1.0
Rater_4,Person_377,2.0,0.0,0.0,
Rater_4,Person_378,2.0,1.0,0.0,0.0
Rater_4,Person_379,5.0,3.0,2.0,1.0
Rater_4,Person_380,2.0,1.0,0.0,1.0
Rater_4,Person_381,5.0,,2.0,
Rater_4,Person_382,4.0,3.0,,0.0
Rater_4,Person_383,4.0,4.0,3.0,
Rater_4,Person_384,,4.0,2.0,0.0
Rater_4,Person_385,3.0,1.0,1.0,0.0
Rater_4,Person_386,3.0,,1.0,0.0
Rater_4,Person_387,4.0,3.0,1.0,1.0
Rater_4,Person_388,5.0,5.0,1.0,0.0
Rater_4,Person_389,5.0,4.0,1.0,0.0
Rater_4,Person_390,5.0,3.0,0.0,0.0
Rater_4,Person_391,3.0,3.0,2.0,0.0
Rater_4,Person_392,4.0,1.0,2.0,0.0
Rater_4,Person_393,1.0,0.0,0.0,0.0
Rater_4,Person_394,4.0,2.0,2.0,
Rater_4,Person_395,2.0,3.0,2.0,0.0
Rater_4,Person_396,3.0,0.0,1.0,0.0
Rater_4,Person_397,3.0,2.0,1.0,0.0
Rater_4,Person_398,5.0,4.0,3.0,0.0
Rater_4,Person_399,4.0,3.0,2.0,0.0
Rater_4,Person_400,3.0,0.0,0.0,
Rater_4,Person_401,0.0,0.0,0.0,0.0
Rater_4,Person_402,2.0,0.0,0.0,1.0
Rater_4,Person_403,,,,0.0
Rater_4,Person_404,3.0,2.0,1.0,0.0
Rater_4,Person_405,5.0,3.0,2.0,0.0
Rater_4,Person_406,5.0,3.0,3.0,2.0
Rater_4,Person_407,3.0,3.0,0.0,0.0
Rater_4,Person_408,5.0,1.0,1.0,0.0
Rater_4,Person_409,4.0,3.0,3.0,3.0
Rater_4,Person_410,5.0,2.0,2.0,1.0
Rater_4,Person_411,5.0,,1.0,0.0
Rater_4,Person_412,2.0,2.0,2.0,0.0
Rater_4,Person_413,5.0,4.0,2.0,2.0
Rater_4,Person_414,3.0,3.0,1.0,0.0
Rater_4,Person_415,3.0,2.0,2.0,0.0
Rater_4,Person_416,5.0,1.0,1.0,0.0
Rater_4,Person_417,4.0,1.0,0.0,0.0
Rater_4,Person_418,1.0,1.0,0.0,0.0
Rater_4,Person_419,2.0,3.0,,0.0
Rater_4,Person_420,4.0,1.0,0.0,0.0
Rater_4,Person_421,1.0,2.0,1.0,0.0
Rater_4,Person_422,4.0,0.0,0.0,0.0
Rater_4,Person_423,4.0,2.0,2.0,0.0
Rater_4,Person_424,2.0,1.0,0.0,0.0
Rater_4,Person_425,4.0,1.0,2.0,0.0
Rater_4,Person_426,5.0,4.0,3.0,1.0
Rater_4,Person_427,5.0,4.0,4.0,
Rater_4,Person_428,4.0,2.0,1.0,
Rater_4,Person_429,,4.0,3.0,2.0
Rater_4,Person_430,5.0,3.0,2.0,1.0
Rater_4,Person_431,,0.0,1.0,0.0
Rater_4,Person_432,,,1.0,0.0
Rater_4,Person_433,3.0,3.0,0.0,0.0
Rater_4,Person_434,4.0,3.0,0.0,0.0
Rater_4,Person_435,2.0,2.0,1.0,0.0
Rater_4,Person_436,3.0,1.0,0.0,0.0
Rater_4,Person_437,3.0,2.0,1.0,0.0
Rater_4,Person_438,5.0,3.0,1.0,1.0
Rater_4,Person_439,4.0,3.0,3.0,0.0
Rater_4,Person_440,5.0,4.0,1.0,0.0
Rater_4,Person_441,2.0,0.0,,0.0
Rater_4,Person_442,4.0,,2.0,1.0
Rater_4,Person_443,,1.0,1.0,0.0
Rater_4,Person_444,4.0,0.0,0.0,
Rater_4,Person_445,,2.0,2.0,0.0
Rater_4,Person_446,,1.0,0.0,0.0
Rater_4,Person_447,5.0,,2.0,0.0
Rater_4,Person_448,3.0,2.0,0.0,0.0
Rater_4,Person_449,5.0,3.0,1.0,0.0
Rater_4,Person_450,5.0,2.0,2.0,1.0
Rater_4,Person_451,4.0,1.0,1.0,0.0
Rater_4,Person_452,4.0,1.0,0.0,0.0
Rater_4,Person_453,4.0,5.0,4.0,1.0
Rater_4,Person_454,2.0,2.0,0.0,0.0
Rater_4,Person_455,3.0,1.0,,0.0
Rater_4,Person_456,2.0,1.0,0.0,0.0
Rater_4,Person_457,2.0,3.0,0.0,1.0
Rater_4,Person_458,4.0,,1.0,1.0
Rater_4,Person_459,4.0,0.0,0.0,0.0
Rater_4,Person_460,3.0,1.0,0.0,
Rater_4,Person_461,4.0,4.0,3.0,0.0
Rater_4,Person_462,3.0,1.0,0.0,0.0
Rater_4,Person_463,5.0,,1.0,0.0
Rater_4,Person_464,4.0,3.0,2.0,0.0
Rater_4,Person_465,4.0,2.0,0.0,0.0
Rater_4,Person_466,3.0,4.0,2.0,0.0
Rater_4,Person_467,4.0,4.0,4.0,2.0
Rater_4,Person_468,3.0,1.0,,1.0
Rater_4,Person_469,4.0,,1.0,1.0
Rater_4,Person_470,4.0,,,0.0
Rater_4,Person_471,3.0,3.0,0.0,0.0
Rater_4,Person_472,3.0,1.0,0.0,0.0
Rater_4,Person_473,2.0,,0.0,0.0
Rater_4,Person_474,4.0,2.0,,0.0
Rater_4,Person_475,5.0,5.0,1.0,1.0
Rater_4,Person_476,3.0,1.0,0.0,0.0
Rater_4,Person_477,3.0,4.0,1.0,0.0
Rater_4,Person_478,3.0,2.0,0.0,1.0
Rater_4,Person_479,3.0,0.0,0.0,0.0
Rater_4,Person_480,4.0,5.0,1.0,1.0
Rater_4,Person_481,5.0,4.0,2.0,1.0
Rater_4,Person_482,2.0,2.0,1.0,0.0
Rater_4,Person_483,5.0,0.0,0.0,0.0
Rater_4,Person_484,4.0,2.0,0.0,0.0
Rater_4,Person_485,4.0,2.0,1.0,0.0
Rater_4,Person_486,5.0,3.0,0.0,0.0
Rater_4,Person_487,4.0,4.0,1.0,1.0
Rater_4,Person_488,5.0,3.0,2.0,1.0
Rater_4,Person_489,,3.0,0.0,0.0
Rater_4,Person_490,2.0,1.0,1.0,0.0
Rater_4,Person_491,5.0,4.0,1.0,0.0
Rater_4,Person_492,5.0,1.0,1.0,0.0
Rater_4,Person_493,4.0,3.0,0.0,0.0
Rater_4,Person_494,4.0,5.0,1.0,0.0
Rater_4,Person_495,,0.0,0.0,0.0
Rater_4,Person_496,5.0,2.0,1.0,0.0
Rater_4,Person_497,4.0,5.0,1.0,0.0
Rater_4,Person_498,4.0,2.0,1.0,0.0
Rater_4,Person_499,4.0,0.0,1.0,0.0
Rater_4,Person_500,,4.0,3.0,0.0
Rater_5,Person_1,3.0,1.0,2.0,
Rater_5,Person_2,4.0,4.0,3.0,1.0
Rater_5,Person_3,1.0,1.0,0.0,0.0
Rater_5,Person_4,,4.0,5.0,2.0
Rater_5,Person_5,3.0,2.0,2.0,0.0
Rater_5,Person_6,5.0,4.0,0.0,1.0
Rater_5,Person_7,5.0,3.0,2.0,0.0
Rater_5,Person_8,1.0,1.0,0.0,0.0
Rater_5,Person_9,1.0,1.0,3.0,0.0
Rater_5,Person_10,3.0,1.0,2.0,0.0
Rater_5,Person_11,,4.0,2.0,2.0
Rater_5,Person_12,2.0,4.0,1.0,0.0
Rater_5,Person_13,3.0,2.0,,
Rater_5,Person_14,2.0,2.0,0.0,0.0
Rater_5,Person_15,,3.0,1.0,0.0
Rater_5,Person_16,5.0,5.0,3.0,
Rater_5,Person_17,1.0,3.0,2.0,0.0
Rater_5,Person_18,3.0,0.0,0.0,0.0
Rater_5,Person_19,4.0,2.0,0.0,0.0
Rater_5,Person_20,5.0,5.0,1.0,0.0
Rater_5,Person_21,3.0,1.0,2.0,0.0
Rater_5,Person_22,5.0,3.0,1.0,3.0
Rater_5,Person_23,3.0,3.0,1.0,1.0
Rater_5,Person_24,5.0,2.0,5.0,1.0
Rater_5,Person_25,,3.0,2.0,0.0
Rater_5,Person_26,5.0,5.0,3.0,2.0
Rater_5,Person_27,1.0,2.0,0.0,0.0
Rater_5,Person_28,1.0,0.0,0.0,0.0
Rater_5,Person_29,1.0,1.0,,0.0
Rater_5,Person_30,5.0,5.0,3.0,1.0
Rater_5,Person_31,,1.0,,1.0
Rater_5,Person_32,1.0,2.0,,0.0
Rater_5,Person_33,2.0,2.0,0.0,0.0
Rater_5,Person_34,3.0,2.0,2.0,1.0
Rater_5,Person_35,4.0,5.0,2.0,
Rater_5,Person_36,,1.0,0.0,0.0
Rater_5,Person_37,3.0,1.0,,
Rater_5,Person_38,2.0,3.0,1.0,0.0
Rater_5,Person_39,,3.0,3.0,0.0
Rater_5,Person_40,4.0,5.0,3.0,2.0
Rater_5,Person_41,2.0,1.0,1.0,0.0
Rater_5,Person_42,5.0,4.0,3.0,0.0
Rater_5,Person_43,5.0,4.0,0.0,0.0
Rater_5,Person_44,2.0,1.0,1.0,0.0
Rater_5,Person_45,,0.0,0.0,0.0
Rater_5,Person_46,5.0,2.0,1.0,
Rater_5,Person_47,,,1.0,0.0
Rater_5,Person_48,4.0,2.0,1.0,0.0
Rater_5,Person_49,3.0,0.0,,0.0
Rater_5,Person_50,,2.0,0.0,1.0
Rater_5,Person_51,5.0,1.0,3.0,1.0
Rater_5,Person_52,2.0,1.0,0.0,0.0
Rater_5,Person_53,4.0,1.0,,0.0
Rater_5,Person_54,,4.0,4.0,4.0
Rater_5,Person_55,3.0,,,0.0
Rater_5,Person_56,5.0,3.0,3.0,0.0
Rater_5,Person_57,5.0,5.0,2.0,
Rater_5,Person_58,,0.0,1.0,0.0
Rater_5,Person_59,2.0,2.0,0.0,1.0
Rater_5,Person_60,0.0,0.0,0.0,0.0
Rater_5,Person_61,5.0,,0.0,1.0
Rater_5,Person_62,3.0,5.0,,3.0
Rater_5,Person_63,,4.0,1.0,1.0
Rater_5,Person_64,2.0,1.0,0.0,1.0
Rater_5,Person_65,4.0,4.0,2.0,1.0
Rater_5,Person_66,3.0,3.0,,0.0
Rater_5,Person_67,1.0,0.0,0.0,0.0
Rater_5,Person_68,4.0,4.0,3.0,3.0
Rater_5,Person_69,1.0,1.0,1.0,0.0
Rater_5,Person_70,4.0,2.0,,1.0
Rater_5,Person_71,5.0,4.0,4.0,2.0
Rater_5,Person_72,3.0,1.0,0.0,0.0
Rater_5,Person_73,5.0,4.0,1.0,0.0
Rater_5,Person_74,2.0,4.0,,0.0
Rater_5,Person_75,5.0,5.0,5.0,3.0
Rater_5,Person_76,3.0,3.0,2.0,0.0
Rater_5,Person_77,4.0,5.0,1.0,1.0
Rater_5,Person_78,2.0,0.0,,0.0
Rater_5,Person_79,5.0,2.0,2.0,0.0
Rater_5,Person_80,1.0,0.0,1.0,0.0
Rater_5,Person_81,5.0,3.0,4.0,0.0
Rater_5,Person_82,4.0,,3.0,2.0
Rater_5,Person_83,2.0,2.0,2.0,0.0
Rater_5,Person_84,3.0,,1.0,0.0
Rater_5,Person_85,3.0,4.0,2.0,0.0
Rater_5,Person_86,2.0,0.0,,0.0
Rater_5,Person_87,2.0,2.0,0.0,1.0
Rater_5,Person_88,5.0,5.0,1.0,0.0
Rater_5,Person_89,2.0,3.0,1.0,0.0
Rater_5,Person_90,3.0,4.0,0.0,2.0
Rater_5,Person_91,3.0,0.0,0.0,0.0
Rater_5,Person_92,,2.0,4.0,1.0
Rater_5,Person_93,3.0,2.0,1.0,
Rater_5,Person_94,5.0,3.0,1.0,0.0
Rater_5,Person_95,4.0,3.0,3.0,
Rater_5,Person_96,4.0,2.0,,1.0
Rater_5,Person_97,3.0,1.0,0.0,0.0
Rater_5,Person_98,4.0,2.0,1.0,1.0
Rater_5,Person_99,1.0,0.0,1.0,0.0
Rater_5,Person_100,,4.0,1.0,1.0
Rater_5,Person_101,4.0,4.0,2.0,0.0
Rater_5,Person_102,2.0,1.0,2.0,0.0
Rater_5,Person_103,1.0,1.0,0.0,
Rater_5,Person_104,4.0,4.0,4.0,0.0
Rater_5,Person_105,1.0,,,1.0
Rater_5,Person_106,2.0,0.0,0.0,0.0
Rater_5,Person_107,4.0,2.0,0.0,1.0
Rater_5,Person_108,3.0,4.0,,4.0
Rater_5,Person_109,3.0,3.0,1.0,0.0
Rater_5,Person_110,5.0,4.0,2.0,3.0
Rater_5,Person_111,5.0,5.0,4.0,3.0
Rater_5,Person_112,0.0,,0.0,
Rater_5,Person_113,,1.0,0.0,1.0
Rater_5,Person_114,3.0,0.0,1.0,1.0
Rater_5,Person_115,4.0,3.0,3.0,2.0
Rater_5,Person_116,3.0,3.0,,0.0
Rater_5,Person_117,1.0,1.0,0.0,0.0
Rater_5,Person_118,1.0,1.0,0.0,0.0
Rater_5,Person_119,2.0,3.0,1.0,
Rater_5,Person_120,3.0,2.0,2.0,0.0
Rater_5,Person_121,5.0,,0.0,0.0
Rater_5,Person_122,4.0,3.0,1.0,
Rater_5,Person_123,4.0,3.0,3.0,0.0
Rater_5,Person_124,4.0,2.0,2.0,1.0
Rater_5,Person_125,4.0,1.0,1.0,3.0
Rater_5,Person_126,5.0,,1.0,0.0
Rater_5,Person_127,4.0,5.0,3.0,
Rater_5,Person_128,,0.0,0.0,0.0
Rater_5,Person_129,2.0,0.0,0.0,0.0
Rater_5,Person_130,,4.0,2.0,2.0
Rater_5,Person_131,2.0,2.0,,0.0
Rater_5,Person_132,5.0,4.0,3.0,2.0
Rater_5,Person_133,4.0,5.0,3.0,
Rater_5,Person_134,2.0,0.0,0.0,0.0
Rater_5,Person_135,5.0,1.0,3.0,1.0
Rater_5,Person_136,5.0,5.0,2.0,0.0
Rater_5,Person_137,4.0,2.0,0.0,0.0
Rater_5,Person_138,3.0,2.0,1.0,0.0
Rater_5,Person_139,1.0,,0.0,1.0
Rater_5,Person_140,3.0,,2.0,0.0
Rater_5,Person_141,5.0,4.0,1.0,1.0
Rater_5,Person_142,5.0,4.0,1.0,1.0
Rater_5,Person_143,2.0,1.0,0.0,0.0
Rater_5,Person_144,4.0,5.0,2.0,2.0
Rater_5,Person_145,5.0,2.0,0.0,
Rater_5,Person_146,5.0,5.0,3.0,5.0
Rater_5,Person_147,3.0,4.0,3.0,1.0
Rater_5,Person_148,2.0,1.0,,1.0
Rater_5,Person_149,4.0,5.0,5.0,2.0
Rater_5,Person_150,4.0,4.0,,2.0
Rater_5,Person_151,4.0,5.0,3.0,0.0
Rater_5,Person_152,5.0,5.0,4.0,2.0
Rater_5,Person_153,3.0,2.0,1.0,0.0
Rater_5,Person_154,4.0,5.0,4.0,1.0
Rater_5,Person_155,1.0,0.0,1.0,0.0
Rater_5,Person_156,3.0,3.0,3.0,1.0
Rater_5,Person_157,5.0,5.0,4.0,
Rater_5,Person_158,5.0,3.0,3.0,2.0
Rater_5,Person_159,5.0,4.0,5.0,
