,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50
Person_282,0.0,1.0,0.0,,1.0,,1.0,,,0.0,,1.0,1.0,,,,,0.0,1.0,,1.0,1.0,,1.0,,0.0,1.0,,1.0,,0.0,,,0.0,,0.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,0.0,0.0,0.0,1.0,0.0
Person_283,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,1.0,1.0,0.0,,1.0,,0.0,,,0.0,1.0,0.0,,1.0,0.0,,,0.0,0.0,,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0
Person_284,,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,
Person_285,0.0,,,0.0,1.0,,,,1.0,,1.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,1.0,,,,0.0,0.0,0.0
Person_286,,0.0,1.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,
Person_287,,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,,,0.0,,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,1.0,,,0.0,,0.0,1.0,0.0,0.0
Person_288,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,0.0,
Person_289,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,,,1.0,,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,1.0
Person_290,0.0,0.0,,,,,,0.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,,0.0,1.0,,,1.0,,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,1.0,
Person_291,0.0,,,0.0,1.0,1.0,,,,0.0,1.0,1.0,,1.0,,1.0,0.0,,1.0,,,,0.0,1.0,,,0.0,,,,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,0.0,
Person_292,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,0.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0
Person_293,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.0,,,,,0.0,0.0,,1.0,1.0,,,0.0,0.0,,,0.0,0.0,
Person_294,,,0.0,,,,,,,0.0,1.0,1.0,1.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,1.0,0.0,,,0.0,,0.0,0.0,1.0,,,,1.0,,0.0,,1.0,0.0,0.0
Person_295,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0
Person_296,,,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0
Person_297,0.0,1.0,0.0,,,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,,,,,0.0,
Person_298,,1.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,,0.0,,,1.0,,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,,0.0,
Person_299,0.0,,,,1.0,1.0,,,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,,,,,,,,0.0,0.0,,0.0,,1.0,0.0,,,0.0,1.0,1.0,0.0,1.0,,,1.0,,,,1.0,,0.0,,1.0,0.0,0.0
Person_300,1.0,0.0,,0.0,,,,,,,,,0.0,,,1.0,,,,1.0,1.0,0.0,,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0,,1.0,1.0,,0.0,1.0,0.0,
Person_301,,1.0,0.0,,1.0,,1.0,,0.0,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,,,,,0.0,,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,
Person_302,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,,,1.0,0.0,0.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,0.0,,1.0,,1.0
Person_303,0.0,,,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,0.0,,,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,,,0.0,,,,1.0,,0.0,0.0,0.0,0.0
Person_304,,0.0,0.0,0.0,,,1.0,0.0,,0.0,1.0,,0.0,,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,,1.0,,0.0,1.0,0.0,,,,1.0,0.0,0.0,,,,1.0,,1.0,,1.0,0.0,0.0,0.0,1.0,0.0
Person_305,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,,1.0,,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0
Person_306,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,,0.0,,0.0
Person_307,0.0,1.0,0.0,0.0,,1.0,,1.0,1.0,0.0,,1.0,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,0.0,1.0,1.0,,,,0.0,0.0
Person_308,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,,,1.0
Person_309,,1.0,0.0,,1.0,0.0,,1.0,0.0,1.0,,,,0.0,1.0,0.0,0.0,,,1.0,,0.0,1.0,,,0.0,1.0,0.0,,,0.0,1.0,,1.0,,1.0,0.0,,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,,,0.0
Person_310,,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,,,,0.0,,0.0,0.0,,,,0.0,,,1.0,,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0
Person_311,,,,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0
Person_312,1.0,1.0,,0.0,,,,,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,0.0,,1.0,1.0,,1.0,,,0.0,,0.0
Person_313,,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,0.0,,0.0,,1.0,0.0,,,,,0.0,1.0,,0.0,0.0,0.0,,1.0,1.0,,0.0,,,,1.0
Person_314,0.0,1.0,,,,0.0,1.0,,,0.0,,,,,1.0,1.0,,0.0,1.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,,,,,,0.0,1.0,0.0,,,,,1.0,,,,0.0,
Person_315,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,,0.0,,1.0,,,,,,,,,1.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,,,,1.0,1.0,1.0,
Person_316,0.0,1.0,1.0,0.0,,0.0,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,,,0.0,,0.0,,,1.0,,0.0,0.0,,,0.0,,,,1.0,,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0
Person_317,0.0,0.0,,1.0,1.0,0.0,,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,,1.0,,,1.0,0.0,,,1.0,,1.0,,0.0,0.0,,,,
Person_318,,0.0,1.0,0.0,,1.0,,1.0,1.0,,,1.0,0.0,1.0,,,0.0,0.0,,,,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,,,,,,,,0.0,,1.0,,,0.0,0.0,0.0
Person_319,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,0.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,
Person_320,0.0,1.0,0.0,,,,1.0,,,0.0,,,,0.0,,,0.0,0.0,,1.0,1.0,,1.0,0.0,,1.0,1.0,,,,0.0,1.0,1.0,,1.0,,0.0,0.0,,1.0,0.0,,0.0,1.0,,,,1.0,,
Person_321,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,,0.0,,1.0,,0.0,0.0
Person_322,0.0,1.0,0.0,,1.0,0.0,,,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,1.0,1.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0
Person_323,1.0,0.0,,0.0,,,,1.0,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,,1.0,0.0,0.0,,,1.0,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,1.0,,,,0.0,
Person_324,,1.0,0.0,,1.0,,1.0,0.0,1.0,0.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,,1.0,,,0.0,,1.0,0.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,
Person_325,0.0,1.0,,0.0,1.0,0.0,0.0,,1.0,,1.0,1.0,0.0,,,1.0,,0.0,,,1.0,0.0,1.0,0.0,,,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,0.0,0.0,,0.0,1.0,,,1.0,,0.0,1.0,,
Person_326,,1.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,,0.0,,0.0,0.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,0.0
Person_327,1.0,,,0.0,,1.0,1.0,1.0,,,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,,0.0,,0.0
Person_328,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,,
Person_329,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,
Person_330,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,1.0,,0.0,0.0,1.0,,0.0
Person_331,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,0.0,1.0,1.0,
Person_332,,1.0,0.0,,1.0,,,1.0,1.0,0.0,1.0,,,,,,1.0,0.0,1.0,,,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,1.0,,
Person_333,0.0,1.0,,1.0,,1.0,,0.0,,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,0.0,0.0
Person_334,1.0,,,1.0,,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,,,1.0,0.0,,,1.0,1.0,0.0,1.0,,1.0,1.0,,0.0,,,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,,
Person_335,0.0,1.0,,,1.0,0.0,,0.0,0.0,,,1.0,0.0,,0.0,,0.0,1.0,0.0,1.0,0.0,,,0.0,,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,,1.0,,0.0
Person_336,,,0.0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
Person_337,,,,,0.0,1.0,0.0,,,1.0,,,,,,0.0,,0.0,,1.0,0.0,0.0,,1.0,,0.0,,,0.0,,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,,1.0,0.0,0.0,
Person_338,1.0,,0.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,,,,,1.0,0.0,,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,,,1.0,0.0,0.0,,0.0,,1.0,,0.0,,,1.0
Person_339,,1.0,,0.0,1.0,1.0,0.0,0.0,,1.0,,1.0,1.0,1.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,,0.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0
Person_340,0.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0
Person_341,1.0,,1.0,,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0
Person_342,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,,1.0,,0.0,,,,0.0,1.0,0.0,,1.0,0.0,1.0,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Person_343,0.0,1.0,,,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,,1.0,,,1.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,
Person_344,0.0,,0.0,1.0,0.0,0.0,,,1.0,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,,1.0,,,1.0,,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Person_345,1.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,1.0,,,1.0,1.0,,0.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
Person_346,,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,1.0,,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,
Person_347,0.0,0.0,0.0,0.0,0.0,,,,1.0,,1.0,,0.0,,,,0.0,0.0,1.0,,,0.0,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,0.0,0.0,1.0,,,0.0,,0.0
Person_348,1.0,,0.0,,1.0,,1.0,1.0,0.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,1.0,,1.0,0.0,,1.0,,,,,1.0,0.0,,,,,1.0,1.0,1.0,0.0,
Person_349,,,0.0,,1.0,,,1.0,1.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0
Person_350,,,,0.0,1.0,,1.0,,1.0,1.0,,,0.0,,,,,0.0,,,1.0,,,1.0,1.0,0.0,0.0,1.0,,,,1.0,1.0,,1.0,,0.0,,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,
Person_351,,,,0.0,,,,0.0,1.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,,,,1.0,,0.0,0.0,1.0,0.0
Person_352,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,0.0,,,,,1.0,1.0,0.0,,,0.0
Person_353,0.0,,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,,,,1.0,0.0,,0.0,,,,1.0,,1.0,1.0,,,,,0.0,,,1.0,1.0,1.0
Person_354,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,,1.0,0.0,0.0,1.0,,0.0
Person_355,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,0.0,,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,
Person_356,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,1.0,,0.0,1.0,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,,
Person_357,0.0,1.0,0.0,,,0.0,,,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,1.0,,0.0,,1.0,,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,,1.0,,1.0,,,0.0,,,0.0,1.0
Person_358,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,0.0,1.0,,0.0,,,1.0,1.0,,,0.0,0.0,,,0.0,1.0,,,,1.0,0.0,1.0,
Person_359,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,,0.0,,0.0,,0.0,0.0,,0.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,0.0,,0.0,0.0,0.0,0.0
Person_360,1.0,,,1.0,,0.0,,1.0,1.0,,,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,0.0
Person_361,,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,0.0,,0.0,,,,,1.0,,0.0,0.0,0.0,0.0,,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0
Person_362,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Person_363,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0
Person_364,,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,,1.0,1.0,1.0,0.0,,0.0,,1.0,,,,,1.0,1.0,0.0,,1.0,,0.0,1.0,1.0,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,
Person_365,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,,,1.0,1.0,,0.0
Person_366,,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,,,,1.0,,,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,1.0,,,,0.0,0.0,0.0,1.0,,0.0
Person_367,,,0.0,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,1.0,0.0,,0.0,
Person_368,,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,1.0,,1.0,,,1.0
Person_369,,1.0,,,,,0.0,,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,1.0,0.0,,1.0,,0.0,0.0,1.0,,
Person_370,1.0,,,,1.0,1.0,,,,0.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
Person_371,,1.0,0.0,0.0,,0.0,0.0,,,,,1.0,,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,1.0,0.0,,1.0,0.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Person_372,1.0,,0.0,1.0,1.0,,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,1.0
Person_373,1.0,,0.0,,1.0,,0.0,0.0,,0.0,,1.0,,0.0,,,0.0,,1.0,,1.0,1.0,,0.0,,0.0,,,,0.0,0.0,1.0,,1.0,,0.0,,0.0,,0.0,1.0,,,,,,1.0,,0.0,
Person_374,,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0
Person_375,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,,0.0,,0.0,,,0.0,0.0,1.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,0.0,,,1.0,,1.0,,1.0,0.0,0.0,0.0,,0.0
