,Estimate,CSEM,RSEM,Score,Max score,p,Infit MS,Infit Z,Outfit MS,Outfit Z
Person_987,-0.917,0.438,0.4,8,29,0.276,0.835,-0.791,0.722,-1.018
Person_988,-1.272,0.448,0.472,8,28,0.286,1.11,0.608,1.046,0.247
Person_989,-2.766,0.693,0.687,2,31,0.065,0.985,0.144,0.929,0.201
Person_990,1.795,0.547,0.515,23,27,0.852,0.886,-0.245,0.812,-0.198
Person_991,-0.098,0.382,0.375,16,33,0.485,0.966,-0.185,0.94,-0.304
Person_992,2.331,0.601,0.605,26,29,0.897,1.012,0.167,0.905,0.087
Person_993,1.593,0.475,0.49,22,28,0.786,1.064,0.338,1.078,0.327
Person_994,-1.009,0.449,0.417,8,29,0.276,0.864,-0.586,0.959,-0.033
Person_995,2.363,0.596,0.567,32,35,0.914,0.903,-0.096,0.722,-0.199
Person_996,-2.98,0.68,0.563,2,35,0.057,0.684,-0.489,0.291,-0.938
Person_997,1.384,0.45,0.456,24,31,0.774,1.029,0.205,0.958,0.012
Person_998,-0.949,0.418,0.37,10,31,0.323,0.783,-1.256,0.736,-0.999
Person_999,-2.819,0.682,0.596,2,33,0.061,0.764,-0.307,0.469,-0.545
Person_1000,-0.951,0.405,0.43,10,33,0.303,1.126,0.723,1.107,0.499
