,Estimate,CSEM,RSEM,Score,Max score,p,Infit MS,Infit Z,Outfit MS,Outfit Z
Person_988,-1.576,0.44,0.468,10,38,0.263,1.129,0.422,1.316,0.773
Person_989,-3.192,0.638,0.706,4,38,0.105,1.225,0.554,1.795,1.062
Person_990,2.391,0.567,0.403,31,38,0.816,0.505,-0.98,0.466,-0.889
Person_991,-0.756,0.393,0.322,15,38,0.395,0.672,-0.801,0.586,-1.067
Person_992,3.538,0.672,0.782,34,38,0.895,1.357,0.747,0.82,0.132
Person_993,0.887,0.449,0.44,25,38,0.658,0.959,0.071,1.202,0.565
Person_994,-2.824,0.584,0.607,5,38,0.132,1.082,0.328,1.933,1.277
Person_995,3.115,0.633,0.207,33,38,0.868,0.107,-2.564,0.122,-1.578
Person_996,-3.64,0.713,0.748,3,38,0.079,1.1,0.364,1.814,0.995
Person_997,1.314,0.478,0.455,27,38,0.711,0.906,-0.045,0.966,0.084
Person_998,-1.775,0.459,0.413,9,38,0.237,0.81,-0.268,0.784,-0.31
Person_999,-5.438,,,0,38,0.0,,,,
Person_1000,-2.236,0.508,0.512,7,38,0.184,1.015,0.2,0.878,-0.031
